target	first_context	second_context	label	idx	pos	first_word	first_position	second_word	second_position																
skyld	kaptajnen indrømmede sin skyld og begyndte at samarbejde med anklagemyndigheden	Der skal være et individuelt bevis for skyld. Det fastslog retsformand Bent Otken i sin retsbelæring	same_sense	11995	sb.	skyld	(25, 30)	skyld	(39, 44)																
vold	Rundt om i Danmark ligger der flere hundrede kilometer af gamle volde fra jernalderen og vikingetiden	1852-67 frigaves arealet uden for voldene, hvorved Nørrebro, Vesterbro og Østerbro fik bymæssig bebyggelse	same_sense	15862	sb.	volde	(64, 69)	voldene	(34, 41)																
gren	Vi har to kranspulsårer, en højre og en venstre. De .. deler sig i stadigt tyndere grene	Både luftdelene og trommehinden svinger i samme takt som stemmegaflens grene	same_sense	3787	sb.	grene	(83, 88)	grene	(71, 76)																
satellit	vi kan allerede nu modtage adskillige udenlandske og internationale TV-stationer via satellit	Satellitten kan give os viden om bl.a. havets tilstand, indlandsisens smeltningstakt, fordampning i ørkenområder og temperaturfronter i havet	same_sense	11032	sb.	satellit	(85, 93)	Satellitten	(0, 11)																
afdeling	Fra spisestuen har man et fint kig ind på endnu en spiseplads, nemlig en lille afdeling i dagligstuen	det med bleer og sutteflaske bliver ikke helt min afdeling, griner Ole Eskildsen	same_sense	17	sb.	afdeling	(79, 87)	afdeling	(50, 58)																
søvn	efter tre timers søvn var jeg nogenlunde frisk igen	Med et lille smil gled hun endelig ind i søvnen, mens stormen derude rasede ufortrødent videre	same_sense	13989	sb.	søvn	(17, 21)	søvnen	(41, 47)																
komet	kometerne [består mest] af is, støv og andre stoffer, som blev til overs, da solsystemet blev dannet	Regeringens kandidat til formandsposten var en anden af centraladministrationens kometer	different_sense	5850	sb.	kometerne	(0, 9)	kometer	(81, 88)																
besætning	der var tuberkulose i besætningen, så høvederne døde	Sting går på scenen med en besætning i ryggen, der kun tæller guitar, keyboards, trommer, slagtøj og ham selv på bas	different_sense	925	sb.	besætningen	(22, 33)	besætning	(27, 36)																
job	For os er det en stor forskel at arbejde samme sted, fordi vi nu kan køre sammen til og fra jobbet	Siden jeg var ti år, har det været mit job at dele gaver ud [: til jul]	different_sense	4954	sb.	jobbet	(92, 98)	job	(39, 42)																
pis	Han lugter ikke mere af ferskner, men af øl og surt pis	Ved du hvad, jeg gider ikke høre på det pis	different_sense	9348	sb.	pis	(52, 55)	pis	(40, 43)																
reproduktion	[barnet overgår] fra den legende, mindre forpligtende måde at lave musik på til en mere bevidst tilegnelse med efterfølgende reproduktion	redaktøren skal opsætte og renskrive (tekstbehandling ingen betingelse) indholdet, så det er klart til reproduktion	same_sense	10323	sb.	reproduktion	(125, 137)	reproduktion	(103, 115)																
fiber	selvom man spiser en kost rig på fibre fra korn, frugt og grøntsager, er man alligevel ikke beskyttet mod tarmkræft	Den kronisk træge mave, der er et meget udbredt fænomen i de vestlige lande, skyldes næsten udelukkende for lidt fibre	same_sense	2472	sb.	fibre	(33, 38)	fibre	(113, 118)																
handelsvare	Virkeligheden er, at professionelle fodboldklubber i dag er blevet en eftertragtet handelsvare	Danmarks vigtigste handelsvarer i en global konkurrence er kreativitet, viden og innovation	different_sense	16375	sb.	handelsvare	(83, 94)	handelsvarer	(19, 31)																
tanke	Jeg havde længe tænkt på at gå ned på halv tid, men det var blevet ved tanken	Tanken er, at materialet skal samles og udgives i en lille bog	different_sense	14109	sb.	tanken	(71, 77)	Tanken	(0, 6)																
søgning	Kurset var frivilligt, men havde god søgning	De danske campingpladser har større søgning end nogen sinde	same_sense	13932	sb.	søgning	(37, 44)	søgning	(36, 43)																
sol	Solen brændte fra en skyfri himmel og folk svedte	Overfladebehandling af træ foretages oftest med forskellige træbeskyttelsesmidler, der skal beskytte mod sol og regn	different_sense	12367	sb.	Solen	(0, 5)	sol	(105, 108)																
drama	På skolen har vi 5 valgfag, data, sløjd, hjemkundskab, drama og maskinskrivning	vi var øjenvidner til dramaet, vi så hvordan unge arbejdere og studenter blev knust under den kinesiske hærs tanks	different_sense	1960	sb.	drama	(55, 60)	dramaet	(22, 29)																
felt	Et skakternet felt under spisepladsen liver op i køkkenet	Hvis omdrejningstælleren på en motor bevæger sig op i det røde felt, er der risiko for, at motoren brænder sammen	same_sense	2441	sb.	felt	(14, 18)	felt	(63, 67)																
port	De to vagter i porten raslede med en tung jernkæde og lagde en tværbjælke op mellem de to portdøre, så de ikke kunne åbnes	Indløbet lukkes med en port, når gitteret skal renses	same_sense	9551	sb.	porten	(15, 21)	port	(23, 27)																
tante	når hun besøgte sin farbror og tante måtte hun altid gøre sig umage for at opføre sig pænt	hun var hele slægtens tante Rose uden smålig skulen til, om det nu også var sådan	same_sense	14116	sb.	tante	(31, 36)	tante	(22, 27)																
stump	En stump af det overgnavede reb hang tilbage i jerntremmen, det var alt	Vi havde ingen græsplæne, hver lille stump jord blev udnyttet til urtehave	different_sense	13312	sb.	stump	(3, 8)	stump	(37, 42)																
nu	De to små sover, uret tikker og jeg nyder nuet	Alt for mange unge piger tænker kun i nuet — og ikke på deres fremtid	same_sense	8630	sb.	nuet	(42, 46)	nuet	(38, 42)																
batteri	Pacemakerne drives af et batteri med begrænset levetid. De skal derfor udskiftes	En halv time efter rådhusklokkerne havde meldt det nye års ankomst, lå han i en ambulance på vej mod sygehuset efter at være blevet ramt i øjenbrynet af nytårsskyts fra et batteri	different_sense	801	sb.	batteri	(25, 32)	batteri	(172, 179)																
lugt	Her er helt utrolig dejligt med denne lugt af tang og tjære, fisk og hav	For de fleste pattedyr er lugt og smag vigtigere end syn og hørelse	different_sense	7224	sb.	lugt	(38, 42)	lugt	(26, 30)																
reservation	Klokken 12 havde jeg en reservation til vaskemaskinerne i kælderen	Der er stadig en del problemer på fiskeriområdet og en generel schweizisk reservation mod aftalen	different_sense	10349	sb.	reservation	(24, 35)	reservation	(74, 85)																
frekvens	Ordet "politiker" og dets sammensætninger bruges 35 gange i bogen, der er på ca. 56.000 ord, og det svarer til en frekvens på 0.6 promille	PROXIMA, Dansk Science Fiction Tidsskrift, udgives .. med en tilstræbt frekvens på fire numre om året	different_sense	3157	sb.	frekvens	(114, 122)	frekvens	(71, 79)																
kvarter	bussen til lufthavnen går en gang hvert kvarter	jeg kan godt lide at bo her i kvarteret, ikke? for det er centralt og der er fred og ro	different_sense	6532	sb.	kvarter	(40, 47)	kvarteret	(30, 39)																
bås	Grisene gik og gnubbede sig mod båsens vægge	i hver bås [: i cafeen] stod der et bord med plads til 5-6 mennesker	same_sense	1703	sb.	båsens	(32, 38)	bås	(7, 10)																
maskineri	På fabrikken findes der maskineri, som kan skille diamanterne fra gruset	sidste år spyede EF godt 1.200 direktiver ud af maskineriet, mens det danske folketing kun vedtog 222 love	different_sense	7558	sb.	maskineri	(24, 33)	maskineriet	(48, 59)																
magt	man kan jo få folk til hvad som helst, bare man har magt over dem	Forfatningsændringerne vil give Den Øverste Sovjet .. magt til at godkende ministerpræsidenten	same_sense	7416	sb.	magt	(52, 56)	magt	(54, 58)																
akt	måltidet er jo ikke bare selve denne noksom bekendte akt med at føre føden fra tallerkenen til læberne	Vielsen er en kirkelig og civilretslig akt, hvor parterne lover hinanden ægteskab	same_sense	150	sb.	akt	(53, 56)	akt	(39, 42)																
masse	Til isen piskes 1 helt æg og 4 blommer meget grundigt med sukker og vanillesukker til en luftig masse	Den nytappede, mælkehvide råopium bliver i løbet af et døgn til en brunlig, gummiagtig masse	same_sense	7565	sb.	masse	(96, 101)	masse	(87, 92)																
fart	Der kom ikke fart nok på bolden	i 1953 .. kom der for alvor fart i den mikrobiologiske forskning	different_sense	2351	sb.	fart	(13, 17)	fart	(28, 32)																
gang	Risikoen for lungekræft er 10-15 gange større blandt rygere end blandt ikke rygere	Jeg passerede et par piger, da jeg gik hen ad gangen til vores eget klasselokale	different_sense	3493	sb.	gange	(33, 38)	gangen	(46, 52)																
tvilling	jo ældre moderen er, desto større er chancen for, at der udvikles tvillinger	En tvilling lever efter sine impulser og er dårlig til at indordne sig i et trivielt job	different_sense	15056	sb.	tvillinger	(66, 76)	tvilling	(3, 11)																
racisme	Mere end to uger efter mordbranden i Mölln, hvor tre tyrkere indebrændte, er det officielle Tyskland .. gået til modangreb mod racismen og fremmedhadet	Den noble Darwin blev til den socialdarwinisme der kunne legitimere den engelske imperialisme — og racisme	different_sense	10176	sb.	racismen	(127, 135)	racisme	(99, 106)																
vrøvl	Sikke noget vrøvl, selvfølgelig går du ikke i vejen, vi vil gerne have dig hos os	Ingen sagde ham imod, alle talte ham efter munden – og gjorde vrøvl et andet sted	different_sense	15885	sb.	vrøvl	(12, 17)	vrøvl	(62, 67)																
gryde	Tag gryden af ilden og pisk videre til cremen ikke mere kan brænde fast i bunden	Hun lå oppe i en gryde i sin røde badedragt og vendte sig hvert kvarter for at blive lige brun over det hele	different_sense	3861	sb.	gryden	(4, 10)	gryde	(17, 22)																
samling	Socialdemokratiet afviser SF med henblik på et arbejderflertal, og nøjes med en opfordring til samling om partiet selv	Sikke en komplet tåbelig familie. En rigtig samling tumper	different_sense	10959	sb.	samling	(95, 102)	samling	(44, 51)																
frihed	Han opnåede godt halvanden time i frihed, før håndjernene klikkede	Testholdet hæfter sig især ved billedets meget fine stabilitet og næsten totale frihed for støj og uro i farvefladerne	different_sense	3199	sb.	frihed	(34, 40)	frihed	(80, 86)																
rente	Kreditforeningslån ydes med fast rente. Det vil sige, at renten er den samme i hele løbetiden	11,75 pct. p.a. i rente er hvad Sydbank Sønderjylland nu garanterer investorerne	same_sense	10312	sb.	rente	(33, 38)	rente	(18, 23)																
slaveri	Danmark er blevet meget rost for at være én af de første nationer, der afskaffede slaveriet	Dansktænkende advarede .. i 1972 og senere mod, at EF betyder slaveri under storkapitalister sydfra	different_sense	12270	sb.	slaveriet	(82, 91)	slaveri	(62, 69)																
hjælp	Kan du huske om du fik penge hjemmefra, fik du lidt hjælp hjemmefra?	Panodil er hurtig hjælp mod hovedpine, muskel-, led- og menstruationssmerter	same_sense	4296	sb.	hjælp	(52, 57)	hjælp	(18, 23)																
værdighed	Spadserestokken er kommet til ære og værdighed igen i nyt elegant design af Kim Buch	Skønt hun var en lille vissen kvinde med sorte tænder og savlende mund af at tygge betel, besad hun stor værdighed	same_sense	15977	sb.	værdighed	(37, 46)	værdighed	(105, 114)																
maskine	Forbløffende nok var bilen i god stand. Maskinen startede, så snart der var strøm på	en time senere sad far og søn i en maskine, på vej fra Kastrup til Jordan	different_sense	7554	sb.	Maskinen	(40, 48)	maskine	(35, 42)																
bremse	De skal bare træde på bremsen, så sørger ABS'en for alt det, bilisten tidligere skulle huske på i en sådan situation	lokoføreren frygtede, at han også ville få de blodige rester af mennesker at se, da de hvinende bremser havde bragt hans tog til standsning	same_sense	1327	sb.	bremsen	(22, 29)	bremser	(96, 103)																
klat	Varm æbleskivepanden. Kom en god klat palmin i hvert hul	undgå, at lærer og censor skal lede forvirret mellem streger og klatter for at finde teksten	same_sense	5579	sb.	klat	(33, 37)	klatter	(64, 71)																
akvarium	Akvariet byder på mange forskellige slags fisk og et lille terrarium med lidt forskellige krybdyr	Akvariet indeholder adskillige saltvandsakvarier med fisk fra danske og udenlandske farvande	same_sense	167	sb.	Akvariet	(0, 8)	Akvariet	(0, 8)																
gang	Fra altanerne tværs over gangen mellem husrækkerne kan man se ned i gaden	Jeg passerede et par piger, da jeg gik hen ad gangen til vores eget klasselokale	same_sense	3387	sb.	gangen	(25, 31)	gangen	(46, 52)																
kvalme	Jeg får kvalme af at køre i bil	Han kunne selvfølgelig opsøge et horehus — men .. tanken var ham inderligt imod — faktisk fremkaldte den kvalme hos ham	different_sense	6526	sb.	kvalme	(8, 14)	kvalme	(105, 111)																
løve	løven lever på den åbne savanne	LØVEN: Er, som vædderen, en dynamisk ledertype. Er kreativ, god til børn og en fin lærer eller pædagog. Mange skuespillere er løver	different_sense	7384	sb.	løven	(0, 5)	LØVEN	(0, 5)																
vold	Hun lavede te til dem alle tre, vaskede op, mens Gnags overdøvede deres larmende diskussioner om familiens vold mod børns fantasi	Han åbner brevet med vold og læser det hurtigt igennem	different_sense	15861	sb.	vold	(107, 111)	vold	(21, 25)																
skrivebord	[jeg skal] have et stort skrivebord, hvor jeg kan lave lektier, tegne og sidde med mine byggesæt	man kan flytte digitale dokumenter, billeder og videoer rundt frit på skrivebordet	different_sense	11851	sb.	skrivebord	(25, 35)	skrivebordet	(70, 82)																
konflikt	Der er grund til at frygte en række ulovlige, fysiske blokader i kølvandet på den overenskomstmæssige konflikt, som bryder ud natten til søndag	Personen er sig ikke (eller vil ikke være sig) de aktuelle konflikter bevidst og holder derfor uacceptable følelser ude	different_sense	5886	sb.	konflikt	(102, 110)	konflikter	(59, 69)																
ribbe	Der er noget raffineret over den dybgrønne bluse med høj, stram rullekrave og brede ribber	Bag tærtebunden 20-25 min. ved 200° på midterste ribbe i ovnen	same_sense	10420	sb.	ribber	(84, 90)	ribbe	(49, 54)																
kar	God vinkelstue — spisekøkken — badeværelse med kar og bruseniche — 3 soverum	sygdomme i hjerte, kar og lunger er årsag til de fleste dødsfald i den vestlige verden	different_sense	5365	sb.	kar	(47, 50)	kar	(19, 22)																
karakter	Der kræves meget høje karakterer for at blive optaget på de fleste højere uddannelser	jeg sætter meget stor pris på, at min kone giver mig en eller anden karakter for det jeg har gjort	same_sense	5371	sb.	karakterer	(22, 32)	karakter	(68, 76)																
ekko	Måske har du prøvet at råbe i en tunnel eller op mod en klippevæg og hørt din stemme blive kastet tilbage som et ekko	Jespersen var et ekko af sportens barndom	different_sense	2077	sb.	ekko	(113, 117)	ekko	(17, 21)																
album	Frimærkenørderne sidder med deres pincet og album og bytter frimærker	Efter bruddet med Gnags startede Henning Stærk i 1981 sin solokarriere med et selvbetitlet album	different_sense	210	sb.	album	(44, 49)	album	(91, 96)																
ladning	Stemningen fluktuerer med blinkende glimt af humor. Velgørende i forhold til stykkets tunge symbolske ladning	i dag, hvor det er museum, kan man se .. elevatoren, der skulle bringe ladningerne op til kanonen	different_sense	6705	sb.	ladning	(102, 109)	ladningerne	(71, 82)																
dråbe	Sveden løber ned over næsen og hænger i dråber ude på spidsen	Pillerne, dråberne og fodfilen skal findes i påklædningsværelset og soveværelset	different_sense	2019	sb.	dråber	(40, 46)	dråberne	(10, 18)																
region	Hvis der alene bliver sygehusene tilbage til amterne — og det foretrækker jeg — skal der være langt færre og tilsvarende større amtskommuner. Så taler vi i virkeligheden ikke længere om amter, men om regioner	Ud med amterne, ind med langt færre og dermed større regioner .. Det nøjagtige antal regioner vil ministeren ikke bindes fast på, men formentlig fire-fem mod de nuværende 14 amter	same_sense	10234	sb.	regioner	(200, 208)	regioner	(53, 61)																
krop	Slagterlærlingen yndede at prale af sin store stærke krop på 190 cm og 100 kilo	tusinder af cyklonforgiftede jødiske kroppe væltede ud af gaskamrene	same_sense	6347	sb.	krop	(53, 57)	kroppe	(37, 43)																
antagelse	der [er] ikke et videnskabeligt grundlag for den antagelse, at gensplejsning er mere "farlig" end andre former for genmanipulation	også dette skuespil blev forkastet, selvom professor Hans Brix kæmpede for dets antagelse over for Det kgl. Teaters direktør	different_sense	396	sb.	antagelse	(49, 58)	antagelse	(80, 89)																
svin	Knudsen var forsvundet, det feje svin. Han havde forrådt dem	Det er den gamle melodi om at i Gentofte bor de rige svin, og de skal ned med nakken	same_sense	13756	sb.	svin	(33, 37)	svin	(53, 57)																
udgravning	Silkeborg Museum [har] netop afsluttet udgravningen af dele af en stor landsby fra midten af jernalderen	Du har fået en ordentlig bule i baghovedet, det var nok fra dengang, du faldt ned i udgravningen	different_sense	15204	sb.	udgravningen	(39, 51)	udgravningen	(84, 96)																
bind	Undersøg hvor forskelligartet Danmarks undergrund er. Benyt f.eks. Danmarks Natur, bind 1	Han sad og læste i en bog. På bindets forside var der arabiske bogstaver	different_sense	1050	sb.	bind	(83, 87)	bindets	(30, 37)																
horn	[jægerne] kommer inde fra skovens dyb med deres tasker, horn og geværer	I det stykke ligner [Dan Turèll] jazzen, be-boppen, saxofonen hos en Charlie Parker, når denne hældte mirakler ud af hornet	same_sense	4382	sb.	horn	(56, 60)	hornet	(117, 123)																
show	Benny Hill er en fedladen herre, der synger dårligt og laver shows fyldt med lavkomik og vanvittige indfald	Det bliver årets show, når de mødes i retssalen	different_sense	11297	sb.	shows	(61, 66)	show	(17, 21)																
robot	En seks-fodet insektlignende robot .. er udviklet af japanske Toshiba. Den kan kravle ind i defekte atomkraft-reaktorer	Patienterne går rundt som robotter. Ofte hvileløse fra morgen til aften	same_sense	10539	sb.	robot	(29, 34)	robotter	(26, 34)																
kost	Jeg har lagt kosten om til mere frugt og grønt	kulhydraterne bør udgøre det centrale i vores kost	same_sense	6080	sb.	kosten	(13, 19)	kost	(46, 50)																
stamme	det daglige beredskab [består] af en fast stamme af professionelle og deltidsansatte brandfolk, suppleret med frivillige	Udover en stamme af fælles valgfag har hvert gymnasium sine specielle tilbud	same_sense	12708	sb.	stamme	(42, 48)	stamme	(10, 16)																
løb	Danskeren .. måtte trække sig ud af løbet, da et voldsomt styrt kostede et brækket kraveben	det var et højst besynderligt løb skinnerne fulgte	different_sense	7345	sb.	løbet	(36, 41)	løb	(30, 33)																
form	Hver fjerde dansker går og døjer med en eller anden form for overfølsomhed	Designerne har glemt kroppens former, mener François Girbaud, der som få har været involveret i at skabe det udtryk, som præger moderne jeans	different_sense	2892	sb.	form	(52, 56)	former	(30, 36)																
center	Øget CO²-indhold i luften og dermed i vores blod påvirker et center i hjernen	Jeg var nede i centret med Birger for at købe nyt tøj til ham	different_sense	1715	sb.	center	(61, 67)	centret	(15, 22)																
gud	I oldtidens Grækenland havde man en mængde guder. De havde forskellige talenter og særlige opgaver	For hende var Albert Kelly en jordisk gud, en mand uden plet og lyde	different_sense	3947	sb.	guder	(43, 48)	gud	(38, 41)																
trekant	vinkelsummen i en trekant er 180 °	Hendes ansigt forsvinder bag hagens trekant over halsens korte søjle, da hun lægger hovedet bagover	different_sense	14656	sb.	trekant	(18, 25)	trekant	(36, 43)																
fanden	Fanden han har rigtignok noget med ild at gøre .. han er den evige ild, som brænder i helvede	vore forfædre .. lærte af de kristne, at Fanden og hans djævle optrådte i bukkeskikkelse	same_sense	2337	sb.	Fanden	(0, 6)	Fanden	(41, 47)																
papir	Fire skarnbøtter skal man have under køkkenvasken. En til kompost og en til metal, en til papir og en til farligt affald	investeringen af dine 10.000 skal være et mix af sikre papirer — og så mere chancebetonede papirer	different_sense	9162	sb.	papir	(90, 95)	papirer	(55, 62)																
sø	Flot redningsaktion i høj sø	Vi sludrer om stormvejr, sejl og hvordan han skoldede sin fod p.g.a. en skæv sø	same_sense	13917	sb.	sø	(26, 28)	sø	(77, 79)																
tilbud	Med sin smækre røv og altid fremskudte brystkasse har hun opnået utallige tilbud	Sundhedsplejen er et frivilligt tilbud til alle småbørnsforældre	same_sense	14393	sb.	tilbud	(74, 80)	tilbud	(32, 38)																
integritet	Høflighed er ikke underkastelse og ikke venlighed men trafikregler, afstand og respekt for integritet	Der må naturligvis ikke kunne sås tvivl om folkevalgtes personlige integritet	different_sense	4862	sb.	integritet	(91, 101)	integritet	(67, 77)																
hale	Jo ivrigere hunden bliver, desto højere løftes halen i vejret	Når lirekassemanden kom, drog han gennem gårdene med en lang hale af begejstrede børn bag sig	different_sense	4039	sb.	halen	(47, 52)	hale	(61, 65)																
elektricitet	Der var et stort køkken med gas, vand, elektricitet	stemningen var høj. Der var elektricitet i rummet, en vibrerende kilden og prikken fra de mange kroppe, der bevægede sig tæt sammen på dansegulvet	different_sense	2110	sb.	elektricitet	(39, 51)	elektricitet	(28, 40)																
vægt	Fiskeolie kan forlænge en kritisk graviditet og øge fosterets vægt med op til 200 gram	Og så er vi begge vægte. Ikke fordi det med stjernerne siger mig så meget, men alligevel ...	different_sense	15919	sb.	vægt	(62, 66)	vægte	(18, 23)																
uro	der var en del uro og ballade, drilleri og slagsmål på bagsædet, mens vi kørte	Uro eller borgerkrig i det sydlige Serbien kan give Beograd et påskud til at gå ind i Makedonien	different_sense	15341	sb.	uro	(15, 18)	Uro	(0, 3)																
repræsentation	Poul Erik Rasmussen vil i den kommende periode arbejde for, at der næste gang bliver en bedre repræsentation af arbejdsmænd i by- og amtsråd	Billedet eller tegningen er i sig selv et symbol for eller en repræsentation af noget andet	different_sense	10338	sb.	repræsentation	(94, 108)	repræsentation	(62, 76)																
organisme	Til enhver tid i de sidste 3 milliarder år har Jorden været beboet af forskellige organismer	sproget er jo en levende organisme, som udvikler sig hele tiden	different_sense	9073	sb.	organismer	(82, 92)	organisme	(25, 34)																
forår	Snart er det forår, og den eftertragtede årstid får som regel os til at se lidt lysere på tilværelsen	foråret er jo håbets årstid, så lad os få noget forår også for folkeskolen!	different_sense	3110	sb.	forår	(13, 18)	foråret	(0, 7)																
kugle	Tril blød nougat til små kugler og vend dem i chokoladekrymmel	kuglen er den rumgeometriske form, som har den mindste overflade i forhold til indhold	same_sense	6391	sb.	kugler	(25, 31)	kuglen	(0, 6)																
nummer	Vi har valgt at give bøgerne numre. Bogen har det nummer, som den står under i litteraturlisten	SIDEN SAXO er et populært historisk magasin, der udkommer 4 gange årligt med 40 gennemillustrerede sider pr. nummer	different_sense	8659	sb.	numre	(29, 34)	nummer	(109, 115)																
svamp	nogle planteformer som f.eks. svampe kan betragtes som en slags mellemform af mikroorganismer og planter	Rist svampene i smør og krydr dem med en smule salt og peber samt hakket grønt	different_sense	13729	sb.	svampe	(30, 36)	svampene	(5, 13)																
position	Vær venlig at rette stoleryggen op i lodret position og spænd Deres sikkerhedsbælte	På det første taktslag fra Tjajkovskijs musik hvisler deres fødder ud til siderne i 1. position — pigerne forvandles til dansere	same_sense	9570	sb.	position	(44, 52)	position	(87, 95)																
fidus	hvis det er noget med, at der er 1½-2 års ventetid, så er der jo ikke meget fidus ved det	For Otto begynder en kamp for at overleve, og den går via det sorte marked, masser af fiduser og småsvindel	same_sense	2491	sb.	fidus	(76, 81)	fiduser	(86, 93)																
rem	Remmen på den ene [sandal] var gået i stykker, så den hang og dinglede efter ham	arbejdsformanden observerede ulykken, styrtede til og fik sparket remmen væk fra hjulet, så trækket standsede	different_sense	10308	sb.	Remmen	(0, 6)	remmen	(66, 72)																
fejl	Det er Deres egen fejl, hvis De føler Dem en smule ensom eller tilsidesat	Er Deres egen installation i orden, og strømsvigtet derfor skyldes fejl i NESA's forsyningsnet, kan NESA's distriktsvagt tilkaldes	different_sense	2428	sb.	fejl	(18, 22)	fejl	(67, 71)																
opsætning	Til jul genoptages Romeo og Julie i Nurejevs opsætning	der [er] gået længere og længere tid mellem opsætningerne, fordi operaen er så hulens svær at realisere på scenen med sine mange og lange arier	same_sense	8959	sb.	opsætning	(45, 54)	opsætningerne	(44, 57)																
købmand	glædestrålende smækkede han en femogtyveøre op på disken. Købmanden fandt fem farvestrålende karameller frem	middelalderens italienske købmænd lavede omfattende aftaler om gensidig hjælp ved skibsforlis eller ved overfald fra sørøvere	different_sense	6621	sb.	Købmanden	(58, 67)	købmænd	(26, 33)																
sløjfe	Sy en lille sløjfe i silkebånd fast på forstykket	den smalle vej sænkende sig ned mod broen og åens sløjfe	different_sense	12312	sb.	sløjfe	(12, 18)	sløjfe	(50, 56)																
torn	Der var bare det besværlige ved roserne, at tornene sad på de lange grene og stak, hvis man ikke var forsigtig	vi vil det glatte og polerede liv, livet uden kanter og stikkende torne	different_sense	14636	sb.	tornene	(44, 51)	torne	(66, 71)																
sag	En indsamler skal tro på sin sag. Opføre sig frejdigt og glad, når han ringer på og have sin faglige viden om Røde Kors i orden	der kan afsiges en endelig dom i sagen i anden halvdel af 1992	different_sense	10847	sb.	sag	(29, 32)	sagen	(33, 38)																
gris	Vagner malker køerne og fodrer grisene	En so plejer at få 9-10 grise ad gangen	same_sense	3808	sb.	grisene	(31, 38)	grise	(24, 29)																
fart	radiosignaler bevæger sig med samme fart som lyset	i 1953 .. kom der for alvor fart i den mikrobiologiske forskning	different_sense	2350	sb.	fart	(36, 40)	fart	(28, 32)																
alvor	"Det er alvor. Jeg skal have penge. Der er en trådløs bombe i posen," sagde [røveren] til en kvindelig kasserer	købmanden gik med værdig alvor rundt og kontrollerede, at alt gik rigtigt til og var til kundernes tilfredshed	different_sense	227	sb.	alvor	(8, 13)	alvor	(25, 30)																
smerte	Hold de skoldede områder i vandet, indtil smerten er overstået	Smerten, minoriteter føler, når man kan læse skældsord brugt mod en som et våben, er en smerte, der er svær at beskrive	different_sense	12345	sb.	smerten	(42, 49)	Smerten	(0, 7)																
søn	Josef, Davids søn, vær ikke bange for at tage Maria til dig som hustru	[I Dansk Biografisk Leksikon] står jo lige netop det, som enhver borger bør vide om landets store sønner og døtre	different_sense	13985	sb.	søn	(14, 17)	sønner	(98, 104)																
ligevægt	Midt i kredsen [: af høns] stod hanen, den bøjede hovedet og rystede vingerne og var ved at tabe ligevægten	Vi har ikke i de sidste 25 år været så tæt på at have ligevægt mellem valutaindtægter og -udgifter som nu	different_sense	6913	sb.	ligevægten	(97, 107)	ligevægt	(54, 62)																
hak	hvorfor tror du det er sådan at hver gang man prøver noget nyt, så skal man have et hak?	man aktiverer [tyverisikringen] ved at dreje nøglen et hak til højre i låsen	different_sense	4029	sb.	hak	(84, 87)	hak	(55, 58)																
bidrag	Bidrag til debatspalten i næste nummer skal være redaktionen i hænde senest tirsdag	Bogen er et vigtigt bidrag til forståelsen af en historisk kendsgerning	different_sense	1002	sb.	Bidrag	(0, 6)	bidrag	(20, 26)																
væg	Gustav greb en hammer og gik småbankende og lyttende langs væggen for at høre, hvor der var hulrum og hvor der var fast mur	Rummet er uhyre spartansk med bare vægge og en nøgen pære hængende i loftet	same_sense	15891	sb.	væggen	(59, 65)	vægge	(35, 40)																
stueplante	[fredslilje er en] forholdsvis nem stueplante med smukke blade og yndige hvide blomster	Ude tror jeg ikke, han har været, men det er jo ikke noget nyt. Han er og bliver en stueplante	different_sense	13310	sb.	stueplante	(35, 45)	stueplante	(84, 94)																
væg	Gustav greb en hammer og gik småbankende og lyttende langs væggen for at høre, hvor der var hulrum og hvor der var fast mur	mudderet [skal] være sejt nok til at løfte det opborede materiale og løsrevne brokker fra borehullets vægge til overfladen	different_sense	15892	sb.	væggen	(59, 65)	vægge	(102, 107)																
spøgelse	En pæl blev jaget ned igennem ligene, så de onde ikke kunne gå igen som spøgelser	Arvelighedsforskning hos mennesket får nogle til at mane det nazistiske "racehygiejniske" spøgelse op af jorden	different_sense	12699	sb.	spøgelser	(72, 81)	spøgelse	(90, 98)																
kultur	Man kan sige, at en arbejdsplads har sin særlige kultur — bestemte traditioner, ritualer, ceremonier, rutiner samt myter	Vil man kun dyrke de nemmeste kulturer, som ikke kræver stor plads, kan køkkenhaven indrettes som småfirkanter, omkranset af flisebelagte gange	different_sense	6431	sb.	kultur	(49, 55)	kulturer	(30, 38)																
repertoire	Når den ny leder til næste sæson træder til, vil teatrets repertoire ændre karakter	angriberen Shawki [viste] endnu et eksempel på sit afvekslende repertoire, men hans flotte saksespark endte ved siden af det danske mål	different_sense	10318	sb.	repertoire	(58, 68)	repertoire	(63, 73)																
bjælke	Vi gik ud i laden for at lege. Vi klatrede op på en bjælke over høet	Bjælker af sollys faldt ind gennem ruderne	different_sense	1070	sb.	bjælke	(52, 58)	Bjælker	(0, 7)																
bog	Steen Møller læser gerne bøger på iPad'en og foretrækker at låne e-bøger fremfor at hente en god "gammeldaws"	I 1921 fik hun udsendt sin første bog, omfattende legender og fortællinger	same_sense	1244	sb.	bøger	(25, 30)	bog	(34, 37)																
skud	Skive havde haft et par gode skud på mål	Skulle en Clematis opgive ævred og ikke sætte nye skud, så lad være med at rykke planten op	different_sense	11888	sb.	skud	(29, 33)	skud	(50, 54)																
