target	first_context	second_context	label	comment
guano	Inka-indianernes økonomi var baseret på landbrug [og] der blev i udstrakt grad anvendt kunstvanding og gødning med guano	Vi radiomærkede et stort antal af to arter flagermus, så vi kunne følge deres færden, og samlede desuden guano, som vi dna-analyserede	same_sense	1402
egypter	I byerne går mange ægyptere europæisk klædt, men på landet bærer kvinderne stadig slør, ligesom mændene går i lange kjortler	De gamle egyptere anså graven og dermed mumien for den afdøde sjæls jordiske bolig i livet efter døden	same_sense	872
prins	Prins Joachim blev født den 7. juni 1969, og storebror var med, da han blev præsenteret	Dronning Margrethe og prins Henrik residerer i Schacks (Christian IX's) palæ	same_sense	2877
gunst	Nærradioerne, kristne græsrødder, politiske partier og mange andre kæmper om lytternes gunst	Han er håbløst forelsket i en af klassens piger uden chance for at vinde hendes gunst	same_sense	1429
videnskabsmand	Fondet er almenvelgørende og almennyttig og skal yde støtte til unge videnskabsmænd/ kvinder i deres forskning	Astronomer og andre videnskabsmænd er overbeviste om, at der kun findes én beboet planet i vores solsystem	same_sense	4097
urinstof	Når der tisses i bleen, kommer huden i kontakt med urinstof, og det resulterer i, at urinstoffet bliver til ammoniak	Urinstof bliver allerede brugt i flere industrier som gødning, hudmedicin og endda som væske i dieselmotorer for at formindske forureningen	same_sense	4010
omhu	Asparges er en delikatesse, men de skal behandles med omhu	de har tilegnet sig A. P. Møllers berømte forretningsfilosofi om "rettidig omhu", der gennemsyrer alt i virksomheden	same_sense	2552
smule	vi spiser mest grønsager, pasta og ris med en smule kød til	Ingen kvinde med bare en smule selvrespekt finder sig i at blive tæsket af en mand	same_sense	3443
folkeskolelærer	disse fremragende folkeskolelærere på min datters skole har lært dem ikke alene selvforståelse, men giver dem tillige social forståelse og engagement	Jeg er gift med en folkeskolelærer. Jeg oplever tit, at min kone kommer frustreret og totalt udbrændt hjem	same_sense	1130
kultfilm	Kultfilm kan ofte være film, som ikke fik den store succes ved premieren, men som over årene opnår kultstatus	Robert Rodriguez' kultfilm "From Dusk Till Dawn" fra 1996 var en af den slags film, man enten elskede eller hadede. Den var original, underholdende og velspillet, men også lidt for overrumplende	same_sense	4527
slagterkniv	Med sin skarpe slagterkniv skærer han fedt af svinekamme, inden han flækker dem på langs	Danskerne inspireres af kokke og restaurationskøkkener og finder den store slagterkniv frem for selv at partere lørdagskyllingen	same_sense	3418
skøge	hvis Joakim satte hende på porten .. havde hun kun den ene mulighed at drage til en større by og ernære sig som skøge	din søn .. har ødslet din ejendom bort sammen med skøger	same_sense	3369
obduktion	En obduktion viste, at han var død af slag i underlivet	Under obduktionen bliver der også taget prøver af både væv, blod og urin og fra næseborene	same_sense	2547
halskatar	Den hyppigste årsag til hoste er lidt halskatar	Ca. fire dage efter smitten får barnet snue og halskatar, efterhånden begynder det at hoste og nyse, og der kommer feber	same_sense	1436
cellofan	en stor buket lyserøde roser indsvøbt i cellofan	Det var en sjælden luksus at cykle hjem med et helt nyt blad og pakke det forsigtigt ud af cellofanen, så det ikke blev krøllet	same_sense	599
kummefryser	I gennemsnit sparer man op mod 150 kroner årligt i el ved at vælge en kummefryser i stedet for en skabsfryser	Danmark er en nation med kummefrysere og frostbokse, og vi er gode til at fylde dem op med alt fra ærter til halve grise	same_sense	1928
podium	de langbenede mannequiner skridter hen over podiet og præsenterer sidste nyt fra Armani, Gucci og Valentino	Michael Schønwandt .. står på podiet ved en promenadekoncert i Royal Albert Hall og dirigerer BBC's symfoniorkester	same_sense	2810
tomat	Tomater til udplantning i drivhuset sidst i april kan sås allerede nu [: i marts]	Et skolerugbrød i den ene hånd og et hårdkogt æg, en tomat eller en bid agurk i den anden – og vupti, har man altid frisk frokost	same_sense	3852
torv	De skrår atter over torvet, og Selene bemærker, at de tre mænd, der sad på bænken under kastanjetræet, er forsvundet	[på grund af et skydevindue] strækker Citytorvet sig helt ind i butikken, og duften af frisk brød breder sig uhindret ud til torvet	same_sense	3860
abe	Talrige aber ser utålmodigt til fra trætoppene, og da vi rykker ind i hytten, kaster de sig over levningerne	chimpansen fandt ud af at sætte to stokke sammen til en, der var så lang, at aben kunne nå en banan uden for buret	same_sense	1
præst	Præsten holder en prædiken, og der afsluttes med en bøn	Når en præst ordineres, det vil sige indvies til gerningen, aflægger han et højtideligt løfte og giver biskoppen håndslag på at "forkynde Guds ord rent og purt .."	same_sense	2892
kuldioxid	kuldioxid .. er udåndingsluft fra alle levende mennesker og dyr	Udslip af kuldioxid (CO²) er et uheldigt bidrag til forøgelsen af drivhuseffekten	same_sense	1915
etnolekt	Naser Khader mener ligesom flere andre at de nydanske sprogvarianter, etnolekterne, vil påvirke det danske sprog − ligesom tidligere tiders dialekter	Mens de danske dialekter langsomt lider en stille død, begynder flere og flere unge at tale etnolekt	same_sense	4334
indkomst	Landbrugets samlede indkomst (driftsoverskud) falder i perioden 1989-92 fra 18.540 mia. kr. til 11.950 mia. kr.	skatteydere med indkomster mellem ca. 155.000 og ca. 225.000 kr. får en nedsættelse af marginalskatten med 6 pct.	same_sense	1667
tinding	Markus var ligbleg, og de små muskler i hans tindinger vibrerede faretruende	Tindingen havde mange grå stænk	same_sense	3822
vaniljeis	Server jordbærrene naturel eller med lidt god vaniljeis til	Vaniljeisen med den lune hjemmelavede chokoladesovs glider nemt ned, som den slags jo gør	same_sense	4057
datalære	Gennem lærerårene har Anna Lise Henriksen nydt at være med på det helt nye. Hun fik datalære i 1982	I firserne blev den personlige computer for alvor udbredt, og satsningen på datalære og programmering lige så stille og roligt udfaset	same_sense	721
kontaktforælder	Den 11. november afholder skolebestyrelsen et møde for kontaktforældrene, og her vil man drøfte skolebestyrelsens beslutning	Jeg havde børn på skolen i 13 år og var kontaktforælder i begge mine børns klasser	same_sense	1858
arving	Er flere arvinger interesseret i den samme ting, skal der ske lodtrækning	Gisselfeld arves fra far til ældste søn eller nærmeste mandlige arving	same_sense	180
søside	Georges Braques hjem .. vendte ikke mod søsiden, men ind mod det lysende landskab	en blokade fra søsiden med skibe og fly har været diskuteret som en mulighed	same_sense	3737
domstol	Domstolene udgør den dømmende magt herhjemme	Hvis du ikke er tilfreds med [Patientklage]nævnets afgørelse, har du mulighed for at gå til domstolene med din klage	same_sense	805
ja	har Bibelen bud og anvisninger, der kan være dækkende for den komplicerede virkelighed, vi lever i i dag? For fundamentalisten er svaret ja	Rektors henstilling blev besvaret med et rungende ja fra eleverne	same_sense	1731
disrespekt	Tyve, der har en åbenlys disrespekt for andre menneskers ejendom, har ofte respekt for konsekvensen ved at blive afsløret	Hvis børnene vokser op med, at forældrene ikke har respekt for lærerne på skolen eller for de andre forældre, vil den disrespekt følge barnet i skolen	same_sense	4304
grokraft	Dette kosttilskud plejer at give håret fylde og grokraft i løbet af et par måneder	Nu begynder håbet igen at få grokraft	same_sense	1373
vilje	Viljen havde jeg, men jeg manglede den sidste bid talent, som er absolut nødvendig for at nå til tops	Vi har prøvet at skabe et miljø, der stimulerer patienternes vilje til at blive raske	same_sense	4111
årsag	Kræftforskere beskæftiger sig med at finde årsagerne til kræft, så sygdommen kan forebygges	Den væsentligste årsag til iltsvindet er stadig udvaskningen af kvælstof fra landbruget	same_sense	4218
hvin	Han følte sig i godt humør, kunne endnu høre børnenes frydefulde hvin, når han kastede dem op i luften	Patruljevognen standsede med et hvin foran villaen	same_sense	1618
substitut	Såfremt kongen rejser, må Rigsrådet udnævne en substitut	De sidste 10-15 år har videnskaben været substitut for religionen	same_sense	3632
telefonmøde	Hvis ikke man bryder sig om at gå i banken, kan jeg anbefale telefonmøde	Jeg har heller intet imod at holde et telefonmøde klokken 21, men klokken 19 er jeg ikke tilgængelig, for der bliver mine børn puttet	same_sense	3773
fletværk	[armstolen er] af mahogni med fletværk i både sæde, ryg og sider	[rusen] er lavet af fletværk. Det er små ellekviste, som er bundet fint og omhyggeligt sammen	same_sense	1095
voksenbillet	En voksenbillet koster 120 kr., mens en børnebillet koster 50 kr. Desuden er der mulighed for at købe gruppebilletter	Overraskelsen, som Kathrine har med i tasken, er intet mindre end 30 børnebilletter og fire voksenbilletter til Legoland, som hun nærmest ved en tilfældighed har vundet på internettet	same_sense	4621
g-punkt	Meningerne om G-punktet, dets tilstedeværelse og funktion er stadig delte	Selvom stimulering af G-punktet udløser intense vaginale orgasmer hos nogle kvinder, har der hidtil kun været sparsomme beviser for punktets eksistens	same_sense	1331
vaskemiddel	Med nutidens enzymholdige vaskemidler kunne vi godt vaske tøj i koldt vand, men de færreste af os gør det	Vaskemidler kan fås som både vasketabs, som flydende vaskemiddel og som superkompakt, kompakt og traditionelt vaskepulver	same_sense	4074
hovedvægt	Herbert Pierson har forsket i sammenhængen mellem kost og sygdom i årevis med hovedvægten på kræftsygdomme	I faget socialpsykologi lægges hovedvægten på, hvordan smågrupper fungerer	same_sense	1572
uge	Hun har arbejdet alle ugens dage de sidste 75 år	Det er tanken at placere vinterferien i uge 8 næste år	same_sense	3970
bøde	2000 kr. i bøde fik en bilist, der p.gr.a. ulovlige dæk var skyld i, at en anden bilist blev dræbt	jeg har fået en bøde fra foreningen på 100 kr. for for sent indbetalt kontingent	same_sense	576
fjæs	Det lykkedes Hanky at skubbe til Sigges hånd, da hun tog en mundfuld franskbrød, så hun fik syltetøj i hele fjæset	Margot havde ikke tidligere opdaget, hvor venligt hans sure fjæs også kunne være	same_sense	1092
hottentot	hottentot var noget, hollænderne i det sydlige Afrika kaldte alle sorte	Betegnelser som 'neger' og 'hottentot' er et levn fra kolonitiden, som både er stødende og utidssvarende. Sådan er opfattelsen på Statens Museum for Kunst, hvor man har fjernet ordene på 14 af museets kunstværker til fordel for ordet afrikaner	same_sense	1554
runding	Han tog om hendes nakke og lod fingrene følge kæbens runding	Siksak sømmene sammen og klip små hak i rundingen	same_sense	3060
teologi	Teologiens spørgsmål drejer sig om det historisk givne svar på spørgsmål om Gud	Der er en forbløffende afstand mellem Augustins teologi og Jesus' forkyndelse	same_sense	3796
skjoldbruskkirtel	Det lave stofskifte skyldes for ringe hormonproduktion i skjoldbruskkirtlen	Hvis man får radioaktivt jod ind i kroppen fra indåndingsluften eller fra fødevarer eller drikkevarer, vil det ophobes i skjoldbruskkirtlen, fordi det organ bruger jod i forbindelse med hormonproduktionen	same_sense	3327
værd	Hun hvilede i sig selv og kendte sit eget værd	Humanisme er, at ethvert menneske har et værd, har krav på respekt og agtelse	same_sense	4136
oldeforældre	De store træer, vi fryder os over i dag, blev plantet af vore oldeforældre	Nu, hvor jeg er voksen, optager tanken om mine oldeforældre mig mere, fordi jeg ser mig selv som del af en verden og en slægt	same_sense	2548
papsøster	Hvad træder i stedet for børnehavens hellige treenighed: far-mor-og-børn, når folk gifter sig og får børn en, to eller tre gange i uens tempo .. når plasticbror Søren og papsøster Louise kun er med til 37,5 pct. af familiesammenkomsterne?	Det er skønt, når min niece siger til sin nye papsøster — hvilken uskøn betegnelse — at hvor er det dejligt at have sådan en "halvting" som dig	same_sense	2701
hundrede	et hønsehold på et hundrede stykker .. kunne give en god ekstraindtægt dengang	tre mennesker blev dræbt, mindst 25 såret og hundreder gjort hjemløse	same_sense	1590
udfordring	Alle har behov for en god nattesøvn for at kunne fungere og klare dagens udfordringer	Der skal være udfordringer i arbejdet for at skabe motivation og fremdrift i en virksomhed	same_sense	3953
delebarn	At flytte fra hinanden nu ville være at gøre Vester til delebarn. Det, synes de, er unødvendigt	han er træt af sine forældre og træt af at være et delebarn, som flytter frem og tilbage mellem Morgenfruevej og Nattergalevej	same_sense	730
girokonto	Kommunalt ansatte kan ikke kræve at få deres løn udbetalt kontant. De får kun deres løn, hvis de har oprettet en bank- eller en girokonto, som kommunen kan sætte pengene ind på	Danskernes lyst til at sige tillykke til hinanden eller forlænge festen med en hilsen gennem radioens Giro 413 er atter tiltagende, og det kan mærkes på pengetilstrømningen til landets nok mest kendte girokonto	same_sense	1302
candela	[cykellygter skal] lyse med en lysstyrke på mindst 4 candela fremad og 2 candela bagud	Projektøren tilsluttes bilens cigartænderstik og yder en lysstyrke på 100.000 candela. Det svarer til en afstand på minimum 200 meter	same_sense	598
læsion	Stikkene havde perforeret den venstre lunge og givet en læsion direkte i hjertet	kvinden .. havde pådraget sig kraftige læsioner i hovedet ved faldet mod asfalten	same_sense	2121
hest	Der kom Mads Jensen med sine to røde heste, de var blevet striglet og skinnede i solen	Rytterne standsede, da den forreste af dem hævede hånden. Hans hest stejlede og vrinskede	same_sense	1489
militær	de to stormagters militær beslaglægger så enorme ressourcer, at det indirekte stjæler store dele af den tredje verdens ressourcer	Når han er færdig som kontorassistent, regner han med at skulle ind til militæret	same_sense	2334
chartek	Han har printet 10 salgsopstillinger og puttet dem ned i hver sit chartek	Hun trak en printet regning ud af chartekket og lagde den på bordet foran mig	same_sense	607
æggeskal	Fugtigheden bevirker, at hinden under æggeskallen forbliver elastisk og gennembrydelig for fosteret	Hun smider æsken i skraldespanden. Ned til æggeskaller, kaffegrums og en tømt vinflaske	same_sense	4148
nytte	Ravnen er ikke til nogen nytte for os, men til største nytte i naturen	Vi tror på nytten af at gøre Danmark til et land, hvor det er kanongodt at tjene penge	same_sense	2513
busseronne	Omstændighedstøj er heldigvis ikke længere lig med busseronner og kæmpekjoler	oppe om bord stod skibets elever i geled i blå busseronner med de hvide huer på sned	same_sense	544
fjeder	en gammel divan .. med et hul midt i, hvor en rusten fjeder stak op	Efter lang tids ubehagelig kørsel i den gamle lastvogn, som næppe havde fjedre, nåede de frem til en flod	same_sense	1084
snor	Han binder snor om pakken	Han .. betragtede gennem vinduet det blafrende vasketøj på snoren udenfor	same_sense	3465
indflydelse	På samme måde som kvinder får mere indflydelse i samfundet, får de det også i politiet	Med et JA til traktaten vil Danmark få øget indflydelse	same_sense	1661
defekt	En hesteskonyre er en medfødt defekt, hvor de to nyrer er forbundet med hinanden	de indbyggede defekter ved den socialistiske planøkonomi .. drev systemet ud i bankerotten	same_sense	729
demobånd	der er da klar forskel på at høre et band live og lytte til et demobånd optaget i studiet	Allerede da han havde hørt Møs demobånd, vidste han, at han ville arbejde sammen med hende	same_sense	757
sne	Sneen var faldet tæt i mange dage, store driver dækkede vejene, og nu føg det kraftigt	Næste dag lå sneen meterhøj i gaderne, og sneplovene havde nok at se til	same_sense	3454
hokuspokus	Det er en normal del af efterforskningen, at vi går rundt med hunde i området. Det er der ikke noget hokuspokus i	Jeg var meget skeptisk til at starte med og tænkte, at det var noget hokuspokus. Men da jeg undersøgte det nærmere, tænkte jeg, at nu giver jeg det sgu en chance	same_sense	1522
erhvervsevne	Er erhvervsevnen nedsat med mindst 2/3 er man berettiget til mellemste invalidepension	Spændingen, uvisheden og flere dramatiske oplevelser påvirkede hans nerver for resten af livet og nedsatte hans erhvervsevner	same_sense	924
møl	Det er møllenes larver, der spiser vores tøj og tæpper, så det er bedst at undgå, at de voksne møl kan lægge de æg, der udvikler sig til de små sultne larver	Oppe under taget sidder en insektlampe og lyser blåt. Den skal lokke lækkersultne møl til	same_sense	2430
beskaffenhed	Øl var vigtigt i middelalderen, hvor drikkevandet var af tvivlsom beskaffenhed	Som biologilærer er Lene også meget interesseret i miljøet og dets beskaffenhed	same_sense	282
barnedåb	Jeg har altid syntes, at en gudstjeneste var særlig vellykket, hvis der var barnedåb	Lille Mads' barnedåb blev en dejlig fest for os alle sammen. En rigtig familiefest	same_sense	232
indsigt	både arbejdsplan og disposition kan ændre karakter undervejs, efterhånden som man får større overblik og indsigt i emnet	DR-Dokumentar har bedt om indsigt i journalerne, men det har læger og justitsministeriet afvist	same_sense	1669
ligbrænding	Der kan ikke foretages begravelse eller ligbrænding, før der foreligger en dødsattest	Ligbrændingen af Rajiv Gandhi skal foregå ved bredden af Ganges-floden	same_sense	2044
