target	first_context	second_context	label	comment	pos	first_word	first_position	second_word	second_position	
succes	Begge investerede — først med succes, siden med fatale følger — deres midler i valutaspekulation	Jeg har medbragt hjemmebagte kokosmakroner, hvilket er en stor succes, da de andre sjældent medbringer hjemmebag	same_sense	3633	sb.	succes	(30, 36)	succes	(63, 69)	1
supertanker	De store supertankere er tankskibe på helt op til ca. 500000 tons	Historien er en supertanker. Den ændrer ikke kurs i løbet af en generation eller to	same_sense	3634	sb.	supertankere	(9, 21)	supertanker	(16, 27)	1
surfbræt	Tony var bare helt suveræn, når han red på bølgerne og styrede surfbrættet med hele kroppen	Windsurfskolen er uhyre familievenlig, og på kun tre timer kan alle lære at manøvrere de seje surfbrætter i vandet	same_sense	3635	sb.	surfbrættet	(63, 74)	surfbrætter	(94, 105)	1
surfing	Surfing .. er kun for dem der kan finde ud af det der med sejl og bræt	PC'en er velegnet til alle formål, bl.a. homebanking, surfing på internettet	same_sense	3650	sb.	Surfing	(0, 7)	surfing	(54, 61)	1
sushi	At lave den helt perfekte sushi er virkelig stor kunst — i Japan står en ægte sushi-kok, en itamae, i lære i adskillige år	Sushi består af ris, der er tilført riseddike, hvilket giver risen en klæbrig konsistens, der får den til at holde sammen	same_sense	3651	sb.	sushi	(26, 31)	Sushi	(0, 5)	1
svane	Vi kan stadig betages, når flokke af svaner .. trækker hen over vore hoveder med den særligt syngende lyd fra vingeslagene	den hvide yacht .. lignede en smuk, hvid svane, som den lå der og spejlede sig i vandfladen	same_sense	3652	sb.	svaner	(37, 43)	svane	(41, 46)	1
svigerdatter	Bjarne og Birthe besøger jævnligt søn, svigerdatter og de to børnebørn, Theo og Bea	hendes datter og svigerdatter har været meget flinke til at komme forbi og give en hånd med	same_sense	3653	sb.	svigerdatter	(39, 51)	svigerdatter	(17, 29)	1
svigerforældre	Du behøver ikke direkte at sige til dine svigerforældre, at du bliver vred over deres evige kommentarer	[dagen] oprandt, hvor han for første gang skulle præsenteres for sine vordende svigerforældre	same_sense	3656	sb. pl.	svigerforældre	(41, 55)	svigerforældre	(79, 93)	1
svigermor	Min svigermor havde inviteret os og resten af familien i sommerhus. Vi spiste påskefrokost sammen, lavede gækkebreve og fandt æg udenfor	hun bor sammen med mand, svigermor, en søn af egen avl og to bonussønner	same_sense	3659	sb.	svigermor	(4, 13)	svigermor	(25, 34)	1
svigersøn	Hvis du stadig har et godt øje til vores datter, vil vi være stolte af at få dig til svigersøn	Henrik har endnu ikke fundet 'manden i sit liv'. — Han må gerne være lidt ældre og have mere erfaring end mig. Og min mor har sagt, at hun glæder sig til den dag, hvor jeg kommer hjem med en ny svigersøn	same_sense	3662	sb.	svigersøn	(85, 94)	svigersøn	(194, 203)	1
svinekød	Svinekød er, med sit indhold af protein og fedt, en god energi-kilde	Shamoons familie får aldrig svinekød. Muslimerne må slet ikke spise det	same_sense	3663	sb.	Svinekød	(0, 8)	svinekød	(28, 36)	1
svømmevinge	Børn, som ikke kan svømme, skal minimum bære svømmevinger og har kun adgang til badeland, sammen med en voksen	Børnene gøres klar til at svømme. Tøjet tages af. Solcreme smøres på. Badetøj og svømmevinger sættes på hvert barn	same_sense	3664	sb.	svømmevinger	(45, 57)	svømmevinger	(81, 93)	1
sweepstake	Frokosten blev krydret med et sweepstake, hvor der blev skudt penge ind i en pulje til den, som kunne udpege flest vindere i dagens løb	Højeste bud kommer op på 600 kroner, og sweepstaken ender med en samlet pulje på over 6.000 kroner	same_sense	3670	sb.	sweepstake	(30, 40)	sweepstaken	(40, 51)	1
syd	I to niveauer er der terrasser vendt mod syd	En stiv vind fra syd fejer uden varsel over de øverste bjergkamme og rammer os lige i ansigtet	same_sense	3676	sb.	syd	(41, 44)	syd	(17, 20)	1
sydslesviger	Danmark havde .. i '45 lukket for mindretallet ved at erklære, at "grænsen ligger fast" — en enorm skuffelse for sydslesvigere	Under krigen sad jeg i en periode på kontor sammen med en dansksindet sydslesviger, som havde regelmæssigt tilbagevendende problemer med sin opholdstilladelse	same_sense	3704	sb.	sydslesvigere	(113, 126)	sydslesviger	(70, 82)	1
sygdom	Skizofreni er blandt de 5 hyppigste sygdomme (fysiske sygdomme medregnet) i de vestlige lande	Mangel på rent vand er hovedårsagen til sygdomme i Den tredje Verden	same_sense	3705	sb.	sygdomme	(36, 44)	sygdomme	(40, 48)	1
sygejournal	Patienten kommer hurtigt retur til den rygliggende stilling, da hun har smerter i maven ved fysisk aktivitet, står der i sygejournalen ni dage efter operationen	Danskernes sygejournaler i hænderne på kriminelle er ingen rar tanke, på samme måde som det er en trussel mod vores samfund	same_sense	3706	sb.	sygejournalen	(121, 134)	sygejournaler	(11, 24)	1
synd	Katolikken gik til skrifte og fik tilgivelse for sine synder	Jesus døde for vores synders skyld	same_sense	3712	sb.	synder	(54, 60)	synders	(21, 28)	1
synspunkt	bestyrelsen ser meget gerne, at medlemmerne møder talstærkt op og tilkendegiver deres synspunkter på sagen	Set ud fra et økonomisk synspunkt var vort hjem fattigt, men også uden penge kan man være rig	same_sense	3715	sb.	synspunkter	(86, 97)	synspunkt	(24, 33)	1
sædbank	Enhver, der har brug for donorsæd, kan frit købe sæden hos en sædbank	En godkendt sædbank er underlagt Sundhedsstyrelsens tilsyn og skal have en ansvarlig læge tilknyttet for at sikre, at donorerne er raske	same_sense	3716	sb.	sædbank	(62, 69)	sædbank	(12, 19)	1
sælger	Sælgeren erklærer, at den solgte bil er fri og ubehæftet, og at den er i lovlig stand	Nu vil de handelsrejsende ikke hedde det mere. De vil hedde sælgere. Sælgernes organisation har skiftet navn fra Danmarks Aktive Handelsrejsende til Danske Sælgere	same_sense	3719	sb.	Sælgeren	(0, 8)	sælgere	(60, 67)	1
særpræg	Det er så afgjort hanken i lyst flet, der giver den slanke kaffekande særpræg	Der findes utallige typer ris, som hver har deres særpræg, og som bruges på forskellig måde	same_sense	3722	sb.	særpræg	(70, 77)	særpræg	(50, 57)	1
søm	Nederdelens søm når knæet på alle andre end fotomodellerne	Sy linningen sammen og pres sømmen	same_sense	3723	sb.	søm	(12, 15)	sømmen	(28, 34)	1
søndag	Det var søndag, og hun havde sovet længe	Dagen gik, som søndage går ! trevent og kedsommeligt i familiens skød	same_sense	3724	sb.	søndag	(8, 14)	søndage	(15, 22)	1
søndagsbarn	i mange år følte jeg mig meget speciel, fordi jeg var et søndagsbarn	Han går til biddet med søndagsbarnets selvtillid	same_sense	3725	sb.	søndagsbarn	(57, 68)	søndagsbarnets	(23, 37)	1
søofficer	Den unge begavede søofficer gjorde farvandene usikre for arvefjenden Sverige	Som søofficer kom han også en periode til Balkan som observatør for EU	same_sense	3731	sb.	søofficer	(18, 27)	søofficer	(4, 13)	1
søside	Georges Braques hjem .. vendte ikke mod søsiden, men ind mod det lysende landskab	en blokade fra søsiden med skibe og fly har været diskuteret som en mulighed	same_sense	3737	sb.	søsiden	(40, 47)	søsiden	(15, 22)	1
søsterskib	Oasis of the Seas og hendes søsterskib, der ventes klart inden for et års tid, vil sætte standarden for krydstogtssejlads i mange år	Af de helt tunge slagskibe havde tyskerne i realiteten kun to, nemlig søsterskibene "Bismarck" og "Tirpitz"	same_sense	3738	sb.	søsterskib	(28, 38)	søsterskibene	(70, 83)	1
tabloidavis	800 personer har været ofre for den britiske tabloidavis News of the Worlds ulovlige metoder med at hacke sig ind i mobiltelefoner for at aflytte ofrenes beskeder	Tabloidavisen BT og gratisavisen Metroxpress skal fremover drives under én hat i selskabet BTMX, da Berlingske Media har købt gratisavisen	same_sense	3744	sb.	tabloidavis	(45, 56)	Tabloidavisen	(0, 13)	1
taburet	bare vi har stole nok. Moderen talte efter på fingrene. Ellers må han sidde på en taburet	Dagen lang sad [skomageren] på sin trebenede taburet iklædt sit store forklæde og arbejdede	same_sense	3747	sb.	taburet	(82, 89)	taburet	(45, 52)	1
taco	Tacoer er — uanset om man spiser dem i den vestlige, sprøde udgave eller den originale, bløde — ikke nemt at fortære pænt	Halvdelen af glæden ved en taco er indpakningen, tortillaen. Majsbrødet smager dybt, sødligt og let brændt	same_sense	3748	sb.	Tacoer	(0, 6)	taco	(27, 31)	1
tak	der blev rettet en varm tak til hende for indsatsen	jeg er blandt dem der skylder dig tak	same_sense	3751	sb.	tak	(24, 27)	tak	(34, 37)	1
taktik	En del ældre ledere viste skepsis over for [Dengs] tanker om modernisering. De fik ærefulde poster uden egentlig indflydelse. Det var en klog taktik	på ethvert godt fodboldhold lægges der taktik inden kampen går i gang	same_sense	3752	sb.	taktik	(142, 148)	taktik	(39, 45)	1
talsystem	Vort talsystem er et titalssystem – fordi vi har ti fingre	Computerens "hemmelige" talsystem er .. totalssystemet, eller det binære talsystem	same_sense	3755	sb.	talsystem	(5, 14)	talsystem	(24, 33)	1
tandhjul	Der er en masse skiver og tandhjul i urværket	Et simpelt gear består af to tandhjul i indgreb	same_sense	3756	sb.	tandhjul	(26, 34)	tandhjul	(29, 37)	1
tankeverden	Er stenaldermenneskets tankeverden for altid tabt. Adskilt af 180 generationers glemsel og kulturel forandring?	Hun hentede mere kaffe og lukkede sig ind i sin egen tankeverden	same_sense	3757	sb.	tankeverden	(23, 34)	tankeverden	(53, 64)	1
techno	sidste år fik technoen så sit gennembrud musikalsk og er nu blevet en genre, som også pæne mennesker kan lytte til	I miljøet omkring Ungdomshuset blev technoen dengang anset som noget af det værste. Det var ikke rigtig musik. Der blev ikke spillet guitar. Det var bare narko og computere	same_sense	3758	sb.	technoen	(14, 22)	technoen	(36, 44)	1
tegl	Husene var beskedne, opført i soltørret tegl	Et hvidkalket mini-palæ .. med sortglaserede tegl på taget er ejendomsmæglernes yndlingshus, for det sælger sig selv	same_sense	3759	sb.	tegl	(40, 44)	tegl	(45, 49)	1
teknonom	Hun er uddannet laboratorietekniker og teknonom og har hele sit arbejdsliv været ansat på bryggerier	jeg læser teknonom på handelsskolen i Silkeborg en aften om ugen. Så må vi se, om ikke det kan kaste et mere indholdsrigt arbejde af sig	same_sense	3760	sb.	teknonom	(39, 47)	teknonom	(10, 18)	1
tekop	Kaffe- og tekop rækkes altid frem med underkop, så man ikke spilder	Hendes paryk sad skævt og hendes øjne var så store som tekopper	same_sense	3761	sb.	tekop	(10, 15)	tekopper	(55, 63)	1
tekst	en meningsmåling viser, at hver tredje amerikaner ikke føler sig i stand til at læse en tekst	Tom Petty laver god rock. Gode melodier, underfundige tekster, lidt guitar, lidt kor – god rock	same_sense	3762	sb.	tekst	(88, 93)	tekster	(54, 61)	1
tekstur	Jens Fredslund [har] i gæsteboligerne ønsket at fremhæve murstenenes stoflighed og at arbejde med facadernes tekstur	Kirsebærrene har en god tekstur og et godt bid, de smager både sødt og rørsukkeragtigt	same_sense	3772	sb.	tekstur	(109, 116)	tekstur	(24, 31)	1
telefonmøde	Hvis ikke man bryder sig om at gå i banken, kan jeg anbefale telefonmøde	Jeg har heller intet imod at holde et telefonmøde klokken 21, men klokken 19 er jeg ikke tilgængelig, for der bliver mine børn puttet	same_sense	3773	sb.	telefonmøde	(61, 72)	telefonmøde	(38, 49)	1
telegram	Han læste telegrammet igen – telegrammet fra Canada. PIA SYG. KOMMER IKKE. METTE	Jeg mødte .. på bladet kl. 7 om morgenen og fordelte nattens telegrammer fra Ritzaus Bureau: Sportstelegrammerne til sportsjournalisterne; indenrigspolitik til chefredaktionen	same_sense	3776	sb.	telegrammet	(10, 21)	telegrammer	(61, 72)	1
telekommunikation	En lang række fremskridt inden for telekommunikation har skabt et stadig tættere netværk af informationsformidling over verden	Der vil i de kommende år blive større kontrol med europæernes brug af telefon, internet, e-mails og anden telekommunikation til brug for terrorbekæmpelse	same_sense	3777	sb.	telekommunikation	(35, 52)	telekommunikation	(106, 123)	1
teletjeneste	Folk vil fortsætte med at øge brugen af teletjenester. Det bedste bevis for mig er, at min 75-årige mor er begyndt at sende sms'er	Danmark er gennem et EU-direktiv forpligtet til at sikre sine borgeres og virksomheders adgang til basale teletjenester som telefoni og nummeroplysningstjenester samt tjenester til handikappede	same_sense	3787	sb.	teletjenester	(40, 53)	teletjenester	(106, 119)	1
telt	Den ene side af teltet er forsynet med en lynlås, så det er nemt at kravle ind og ud. Stoffet holdes fast til bunden med velcrobånd	på Bakken har Cirkusrevyen for længst rejst sit telt	same_sense	3788	sb.	teltet	(16, 22)	telt	(48, 52)	1
teltpæl	Bag ved dem ligger omkring 20 telte, hvoraf langt de fleste for længst har givet efter for mudderet, og kun de hvide teltpæle stikker op	der bliver både brugt teltpæle og assisterende hænder til at presse og binde det hele på plads	same_sense	3789	sb.	teltpæle	(117, 125)	teltpæle	(22, 30)	1
tema	Du holdt en virkelig god prædiken; det var over temaet: "Den barmhjertige samaritan"	Samme dag udgives hele fire frimærker over temaet Dansk plakatkunst	same_sense	3792	sb.	temaet	(48, 54)	temaet	(43, 49)	1
tempel	Fundamenterne af Gaias tempel er fundet syd for Apollon-templet	Naturligvis skulle jeg se templer og pagoder i de gamle kejserbyer Kyoto og Nara	same_sense	3793	sb.	tempel	(23, 29)	templer	(26, 33)	1
tempo	Forvandlingen skete i et rasende tempo	en enkelt langsomtkørende lastbil satte tempoet for al trafikken	same_sense	3794	sb.	tempo	(33, 38)	tempoet	(40, 47)	1
tennis	Jeg har spillet tennis på motionsplan i otte år	Det trækker op til et generationsskifte i dansk tennis	same_sense	3795	sb.	tennis	(16, 22)	tennis	(48, 54)	1
teologi	Teologiens spørgsmål drejer sig om det historisk givne svar på spørgsmål om Gud	Der er en forbløffende afstand mellem Augustins teologi og Jesus' forkyndelse	same_sense	3796	sb.	Teologiens	(0, 10)	teologi	(48, 55)	1
tidsalder	Vi står midt i bioteknologiens tidsalder	Efter murenes fald går vi udenrigspolitisk ind i en ny tidsalder	same_sense	3797	sb.	tidsalder	(31, 40)	tidsalder	(55, 64)	1
tidsfrist	Hvis et land ikke ændrer lovgivningen inden tidsfristens udløb, kan det komme for EF-domstolen	Røverne havde sat en skarp tidsfrist, to minutter, til hele røveriet	same_sense	3798	sb.	tidsfristens	(44, 56)	tidsfrist	(27, 36)	1
tidspunkt	Skolen har på nuværende tidspunkt lidt over 300 børn	Det var det helt rigtige tidspunkt, vi fik udlignet på. De andre er demoraliseret	same_sense	3799	sb.	tidspunkt	(24, 33)	tidspunkt	(25, 34)	1
tidsrum	Den tiltalte er set på mordstedet indenfor det tidsrum, hvori døden må være indtrådt	Man har officielt besluttet at vikingetiden er tidsrummet fra år 787 til ca. år 1066	same_sense	3802	sb.	tidsrum	(47, 54)	tidsrummet	(47, 57)	1
tiger	Formentlig er der kun mellem 6000 og 9000 tigre tilbage i verden. Heraf er halvdelen bengalske tigre, som lever i Indien	Hun går rundt som en tiger i bur. Frem og tilbage	same_sense	3803	sb.	tigre	(42, 47)	tiger	(21, 26)	1
tigerspring	i et tigerspring fik Schmeichel drejet sig rundt og viftet bolden til hjørnespark	Noget tigerspring mod et gennembrud i Det Store Udland har gruppen The Poets aldrig taget	same_sense	3804	sb.	tigerspring	(5, 16)	tigerspring	(6, 17)	1
tilbageholdenhed	Tyskland kom ud for kraftig amerikansk kritik for sin tilbageholdenhed under Golfkrigen	Hele hendes kropssprog signalerede en tilbageholdenhed, som gav et meget blufærdigt indtryk	same_sense	3810	sb.	tilbageholdenhed	(54, 70)	tilbageholdenhed	(38, 54)	1
tilfældighed	skyldtes katastrofen alene en række tilfældigheder som for sen alarm, stormen, manglende ledelse, forkerte eller tåbelige beslutninger?	Auster er dybt fascineret af tilfældigheden, hans forrige bog på dansk hedder "Tilfældets musik"	same_sense	3811	sb.	tilfældigheder	(36, 50)	tilfældigheden	(29, 43)	1
tilholdssted	Urfuglen, som har heden som tilholdssted, er næsten forsvundet fra det danske landskab	På Christiania i det tidligere hippiested Fredens Ark fandt punkerne et tilholdssted for deres samvær og musik	same_sense	3812	sb.	tilholdssted	(28, 40)	tilholdssted	(72, 84)	1
tilhænger	Jeltsin taler til tusindvis af begejstrede tilhængere fra toppen af en militær kampvogn	Det Konservative Folkeparti har altid været tilhænger af, at patienterne selv skal kunne vælge sygehus	same_sense	3813	sb.	tilhængere	(43, 53)	tilhænger	(44, 53)	1
tilladelse	Mange virksomheder har søgt levnedsmiddelstyrelsen om tilladelse til at benytte gensplejsede mikroorganismer i deres produktion	SAS har fået lov til at købe 40 pct. aktier i British Caledonian – men luftfartsmyndighedernes tilladelse mangler stadig	same_sense	3814	sb.	tilladelse	(54, 64)	tilladelse	(95, 105)	1
tilpasning	ergonomi er læren om tilpasning af arbejdsredskaber og arbejdsforhold til de menneskelige krav	en række brancher [gennemfører] i øjeblikket omfattende tilpasninger og rationaliseringer	same_sense	3817	sb.	tilpasning	(21, 31)	tilpasninger	(56, 68)	1
tilstedeværelse	I gaderne færdes Ove M., 20, og Lars T., 24, og spreder utryghed med deres blotte tilstedeværelse	Efter omkring 50 års tilstedeværelse bliver det sidste bunkersanlæg nu fjernet foran Thorvaldsens Museum	same_sense	3820	sb.	tilstedeværelse	(82, 97)	tilstedeværelse	(21, 36)	1
timeglas	Timeglas blev gradvist almindelige som prydgenstand i købstadshjemmene	jeg erkender at sandet i mit timeglas rinder ud inden længe	same_sense	3821	sb.	Timeglas	(0, 8)	timeglas	(29, 37)	1
tinding	Markus var ligbleg, og de små muskler i hans tindinger vibrerede faretruende	Tindingen havde mange grå stænk	same_sense	3822	sb.	tindinger	(45, 54)	Tindingen	(0, 9)	1
ting	Befolkningen kan ikke være tjent med, at tinget nedvurderes, og at respekten for det nedbrydes	Loven vedtoges og bekræftedes på tinget	same_sense	3823	sb.	tinget	(41, 47)	tinget	(33, 39)	1
tip	Brug altid en god svampebog, som også giver tips om indsamling, transport og opbevaring	Tyven blev .. hurtigt opsporet af politiet i Esbjerg, som havde fået et nyttigt tip fra kollegerne på Fyn	same_sense	3824	sb.	tips	(44, 48)	tip	(80, 83)	1
tipoldeforældre	Hvor boede dine tipoldeforældre, og hvordan levede de? Det er et spørgsmål, de færreste af os kan svare uddybende på	Hans tipoldeforældre var svenske, hed Larsson og udvandrede til Italien	same_sense	3825	sb. pl.	tipoldeforældre	(16, 31)	tipoldeforældre	(5, 20)	1
tirsdag	forhandlingerne blev afbrudt tirsdag eftermiddag for at blive genoptaget onsdag	Mor går til syning på aftenskolen hver tirsdag	same_sense	3826	sb.	tirsdag	(29, 36)	tirsdag	(39, 46)	1
tjavs	Håret hænger løst, og et par enkelte tjavser skygger for hendes intense, kastanjebrune øjne	[jeg] bandt to fluer på forfanget. Nederst en brun kobberbasse og en meter oven over en rød glimmerreje i en kort tjavs	same_sense	3827	sb.	tjavser	(37, 44)	tjavs	(114, 119)	1
tjørnehæk	Tom får en lille flænge i sin skjorte, da han sidder fast i en tjørnehæk og må hales fri	Der voksede en tjørnehæk op om universiteterne	same_sense	3848	sb.	tjørnehæk	(63, 72)	tjørnehæk	(15, 24)	1
toast	Morgenmaden består af juice og toast, og Diana drikker en kop kaffe og et glas mælk	Fordel grønsagerne på toasten og kom osteskiverne på	same_sense	3849	sb.	toast	(31, 36)	toasten	(22, 29)	1
tog	Da Rosa havde skiftet for sidste gang, faldt hun i søvn, og hun vågnede ved, at toget holdt på perronen i Herning	Folk fra omegnskommunerne med job i midtbyen er begyndt at tage bus/tog i stedet for privatbilen	same_sense	3850	sb.	toget	(80, 85)	tog	(68, 71)	1
togt	I 1976 søgte hun at komme på togt med skoleskibet "Georg Stage"	En amerikansk astronaut og en sovjetisk kosmonaut skal måske bytte rumskib under et togt i ret nær fremtid	same_sense	3851	sb.	togt	(29, 33)	togt	(84, 88)	1
tomat	Tomater til udplantning i drivhuset sidst i april kan sås allerede nu [: i marts]	Et skolerugbrød i den ene hånd og et hårdkogt æg, en tomat eller en bid agurk i den anden – og vupti, har man altid frisk frokost	same_sense	3852	sb.	Tomater	(0, 7)	tomat	(53, 58)	1
topchef	Det er svært at græde over faldende renteindtægter, når bundlinjen går frem, siger topchefen i Jutlander Bank efter regnskab	I 1983 havde en topchef en løn svarende til 6,5 gange en medarbejderløn. Nu er den 36 gange så høj	same_sense	3855	sb.	topchefen	(83, 92)	topchef	(16, 23)	1
topmave	Hun viser stolt sin topmave frem, mens den stolte far, der har rundet de 40, prinser sig	Hvordan kommer jeg af med min topmave, og hvordan slanker jeg mine lår	same_sense	3856	sb.	topmave	(20, 27)	topmave	(30, 37)	1
topping	Softice med frit valg af topping	Den eneste topping, vi leverer i Nordisk Films biografer, er ganske almindeligt salt, og jeg kan ikke huske, hvornår vi sidst havde en forespørgsel efter toppings til popcorn	same_sense	3857	sb.	topping	(25, 32)	topping	(11, 18)	1
topskat	Lønmodtagere, som betaler topskat, skal fortsat betale 62 procent i skat af den sidst tjente krone	regeringens lempelser i topskatten var noget, der i højere grad kom de højtuddannede til gode end arbejderne	same_sense	3858	sb.	topskat	(26, 33)	topskatten	(24, 34)	1
torsdag	vi satser på diskoteks-aftener torsdag, fredag og lørdag	TV-serien får premiere i morgen aften, og løber de næste seks torsdage	same_sense	3859	sb.	torsdag	(31, 38)	torsdage	(62, 70)	1
torv	De skrår atter over torvet, og Selene bemærker, at de tre mænd, der sad på bænken under kastanjetræet, er forsvundet	[på grund af et skydevindue] strækker Citytorvet sig helt ind i butikken, og duften af frisk brød breder sig uhindret ud til torvet	same_sense	3860	sb.	torvet	(20, 26)	torvet	(42, 48)	1
tradition	Middelalderens store fortælling bar på sandheden om slægten, traditionen og Gud	Julen er hjerternes tid og traditionernes	same_sense	3861	sb.	traditionen	(61, 72)	traditionernes	(27, 41)	1
trafikministerium	Nu går trafikministeriet med planer om at anvende en udvidet radarkontrol for at sænke farten hos bilisterne	i de senere år har det norske trafikministerium etableret og udbygget jernbaner, veje og lufttrafikken ved hjælp af en række offentlige arbejder og tilskud for at forbedre landets infrastruktur	same_sense	3871	sb.	trafikministeriet	(7, 24)	trafikministerium	(30, 47)	1
trance	Arturo vækkede Stella af trancen med et rapt lille håndklap, og Stella åbnede øjnene .. uden nogen erindring om det, hun havde sagt under hypnosen	Jeg hørte kun efter med et halvt øre til faderens propagandataler, svarede nærmest i trance ja og amen til alt, hvad han sagde	same_sense	3877	sb.	trancen	(25, 32)	trance	(85, 91)	1
trang	først på aftenen blev jeg overfaldet af en frygtelig trang til kager .. og gik til bageren	Man må aldrig sidde afføringssignalet overhørig, men straks søge wc, når trangen melder sig	same_sense	3878	sb.	trang	(53, 58)	trangen	(73, 80)	1
transportmiddel	Cyklen er et genialt transportmiddel, som 1 million danskere benytter til hverdag	Ved varetransport var lamaen inkaernes vigtigste transportmiddel	same_sense	3879	sb.	transportmiddel	(21, 36)	transportmiddel	(49, 64)	1
transvestisme	Transvestisme bliver ofte betragtet som anderledes og afvigende fordi vi i vores kultur tænker i modsætninger, og her kommer køn i to udgaver, mænd og kvinder	Transvestisme er naturligvis tilladt i Danmark, hvor der gives plads for alle seksuelle minoriteter	same_sense	3880	sb.	Transvestisme	(0, 13)	Transvestisme	(0, 13)	1
trappe	En lang, stejl trappe førte ned til stranden	En spiralformet trappe med 293 trin fører op til klokketårnet	same_sense	3881	sb.	trappe	(15, 21)	trappe	(16, 22)	1
trappetrin	Op til hovedbyen kommer man ad 850 trappetrin i hårnålesving op ad klippen	Han var kun lige kommet op ad de tre trappetrin, da døren blev åbnet	same_sense	3891	sb.	trappetrin	(35, 45)	trappetrin	(37, 47)	1
trend	studiers popularitet har svinget i takt med skiftende samfundsmæssige trends og modeluner	Henrik Boserup .. har succes med den nye trend inden for madlavning: Det skal være sundt, billigt og nemt at lave	same_sense	3892	sb.	trends	(70, 76)	trend	(41, 46)	1
tricktyveri	Tricktyverier adskiller sig fra lommetyverier ved, at tyven tager kontakt og afleder opmærksomheden, mens punge og penge forsvinder bag ryggen på offeret	Et helt almindeligt tricktyveri, hvor en person ringer på døren og beder om eksempelvis et glas vand ude i køkkenet, hvorefter en anden person uset smutter ind ad døren og stjæler penge og smykker, vil blive betragtet som et simpelt tyveri	same_sense	3893	sb.	Tricktyverier	(0, 13)	tricktyveri	(20, 31)	1
trods	Disciplin og ubønhørlige lydighedsprincipper kan også føre til trods og opsætsighed og had rettet mod samfundet	Bliver hun væk i trods, eller er hun bange for at komme hjem?	same_sense	3894	sb.	trods	(63, 68)	trods	(17, 22)	1
tromme	Torsten satte i med en hvirvel på trommen og et par afsluttende bækkenslag	folk dansede til trommernes rytmer	same_sense	3897	sb.	trommen	(34, 41)	trommernes	(17, 27)	1
trommehinde	øregangen .. leder lydbølgerne hen til trommehinden, som danner overgangen til mellemøret	et hæmningsløst rockband .. bankede løs, så trommehinderne nær var sprængt	same_sense	3903	sb.	trommehinden	(39, 51)	trommehinderne	(44, 58)	1
troskab	En samurai skyldte sin herre troskab til døden	For dem er friheden også en moralsk sag. Et spørgsmål om troskab over for det, der virkelig har værdi	same_sense	3904	sb.	troskab	(29, 36)	troskab	(57, 64)	1
træuld	Midt på [gaden] står der en ramponeret barnevogn, nede i sidder en gammel teddybjørn med træuld stikkende ud af arme og ben	lørdag aften gik de på badeanstalten og blev gnubbet og skrubbet over det hele med træuld	same_sense	3907	sb.	træuld	(89, 95)	træuld	(83, 89)	1
trøje	Tag en trøje med! råbte hendes mor. "Det er ikke sikkert, det bliver ved med at være varmt!"	franskmændene spiller i blå trøjer og hvide bukser	same_sense	3908	sb.	trøje	(7, 12)	trøjer	(28, 34)	1
trådnet	[druerne] sorteres igennem trådnet, hvorefter den fodtrampes eller håndpresses i egetræskar	Hundene havde igen gnavet hul i trådnettet og løb rundt om buret og skræmte kaninerne ud	same_sense	3909	sb.	trådnet	(27, 34)	trådnettet	(32, 42)	1
tus	med tykke tusser i mange farver samt .. lim og rester af kulørt neglelak bliver det til de flotteste collager	[Per] trækker konstant sin tusch frem for at skrive på bordene	same_sense	3910	sb.	tusser	(10, 16)	tusch	(27, 32)	1
tusinde	Senere på dagen kørte kongen gennem de flagsmykkede gader, mens tusinder af begejstrede københavnere .. jublede over den folkekære konge	Astrologi er en urgammel videnskab, opfundet flere tusinde år før Kristi fødsel af de gamle sumerer	same_sense	3911	sb.	tusinder	(64, 72)	tusinde	(51, 58)	1
tvang	folkeafstemninger er hemmelige. Det sikrer, at man stemmer efter overbevisning og ikke under tvang	Sigtet for voldtægt, ulovlig frihedsberøvelse og forsøg på tvang blev en 20-årig mand .. varetægtsfængslet	same_sense	3912	sb.	tvang	(93, 98)	tvang	(59, 64)	1
tvetydighed	[regeringens] reaktioner i denne sag været et sandt studie i tvetydighed	De nynazistiske grupper er befriende infantile, når de åbent og uden mange tvetydigheder manifesterer deres hensigter	same_sense	3913	sb.	tvetydighed	(61, 72)	tvetydigheder	(75, 88)	1
tvivl	Fru Kristensen er ikke i tvivl. Hun tror på Gud og et liv efter døden	Det danske nej såede tvivl om, hvorvidt den europæiske monetære union ville blive gennemført	same_sense	3914	sb.	tvivl	(25, 30)	tvivl	(21, 26)	1
tyggegummi	hun [havde] siddet med walkman og bladret i et modekatalog mens hun gumlede tyggegummi	Hun spyttede tyggegummiet ud og de kyssede længe	same_sense	3915	sb.	tyggegummi	(76, 86)	tyggegummiet	(13, 25)	1
tyksteg	Kødkvæg er også det, der bruges til de finere udskæringer i køledisken, som mørbrad, tyksteg og grydestege	Jeg har netop tilberedt en tyksteg sammen med hvidløg og smørvalle i tre timer på 58 grader. Kødet bliver helt perfekt mørt og saftigt	same_sense	3916	sb.	tyksteg	(85, 92)	tyksteg	(27, 34)	1
tæve	højdrægtige tæver og tæver med diende hvalpe skal have et eller to ekstra hovedmåltider	Han begyndte med 40 mink hos sin læremester Bjarne Christensen og har i dag 1.300 tæver og en årlig produktion på 7.500 skind	same_sense	3922	sb.	tæver	(12, 17)	tæver	(82, 87)	1
