idx	target	pos	first_context	first_word	first_position	second_context	second_word	second_position	label
11782	skjold	sb.	[kanonen] med skudhuller i skjoldet er ét af de mest dramatiske minder om fem danske soldaters modige kamp mod overmagten	skjoldet	(27, 35)	en stor havskildpadde .. lå og drev i overfladen. Det var en krabat med et skjold på ca. 60 cm's længde	skjold	(75, 81)	different_sense
11793	skole	sb.	Søren på 6 .. skulle vækkes og i skole kl. 8	skole	(33, 38)	"""Hvad lærer I i skolen?"" ""Vi lærer at læse og regne, og om andre lande og dyr og sådan,"" svarede jeg høfligt"	skolen	(16, 22)	same_sense
11794	skole	sb.	Søren på 6 .. skulle vækkes og i skole kl. 8	skole	(33, 38)	Samme dag blev vi kaldt ned i aulaen. Hele skolen fra tredje klasse og op efter!	skolen	(43, 49)	same_sense
11795	skole	sb.	"""Hvad lærer I i skolen?"" ""Vi lærer at læse og regne, og om andre lande og dyr og sådan,"" svarede jeg høfligt"	skolen	(16, 22)	Samme dag blev vi kaldt ned i aulaen. Hele skolen fra tredje klasse og op efter!	skolen	(43, 49)	same_sense
11803	skole	sb.	"""Hvad lærer I i skolen?"" ""Vi lærer at læse og regne, og om andre lande og dyr og sådan,"" svarede jeg høfligt"	skolen	(16, 22)	Ilja Repin betragtes som ophavsmand til den russiske malerkunsts realistiske skole	skole	(77, 82)	different_sense
11798	skole	sb.	Samme dag blev vi kaldt ned i aulaen. Hele skolen fra tredje klasse og op efter!	skolen	(43, 49)	kan du nå at lave lektierne ovre på skolen?	skolen	(36, 42)	different_sense
11801	skole	sb.	Samme dag blev vi kaldt ned i aulaen. Hele skolen fra tredje klasse og op efter!	skolen	(43, 49)	han har gået i en god skole hos Hr. Møller: Man siger kun noget, når man har noget væsentligt at meddele. Ellers holder man mund og passer sit arbejde	skole	(22, 27)	different_sense
11813	skov	sb.	En uoverskuelig skov af arme strakte sig under høje hyl mod himlen	skov	(16, 20)	Miljørigtige produkter markeres med en skov af symboler	skov	(39, 43)	same_sense
11812	skov	sb.	Se, Malene! råbte Wicky og pegede i retning af den skov af skibsmaster, der spærrede udsynet til vandet	skov	(51, 55)	Miljørigtige produkter markeres med en skov af symboler	skov	(39, 43)	same_sense
11808	skov	sb.	Mennesker begyndte for omkring 5000 år siden at rydde skov og opdyrke jorden	skov	(54, 58)	Skoven kommer os i møde. Høje, sneklædte grantræer rejser sig som søjler på begge sider af vejen	Skoven	(0, 6)	same_sense
11816	skov	sb.	Mennesker begyndte for omkring 5000 år siden at rydde skov og opdyrke jorden	skov	(54, 58)	Miljørigtige produkter markeres med en skov af symboler	skov	(39, 43)	different_sense
11817	skov	sb.	Skoven kommer os i møde. Høje, sneklædte grantræer rejser sig som søjler på begge sider af vejen	Skoven	(0, 6)	Se, Malene! råbte Wicky og pegede i retning af den skov af skibsmaster, der spærrede udsynet til vandet	skov	(51, 55)	different_sense
11820	skov	sb.	På jorden under dem stod en grøn skov af høje brændenælder	skov	(33, 37)	Se, Malene! råbte Wicky og pegede i retning af den skov af skibsmaster, der spærrede udsynet til vandet	skov	(51, 55)	different_sense
11823	skridt	sb.	Det ville da være fint at være et skridt foran udviklingen på det bioteknologiske område — for én gangs skyld?	skridt	(34, 40)	Forslaget fra VS og SF opfordrer regeringen til at tage de nødvendige skridt til at sikre kontrollen med Danmarks atomvåbenfrihed	skridt	(70, 76)	same_sense
11829	skridt	sb.	Så sætter han hesten i skridt igen og rider hen mod sænkningen mellem klitterne	skridt	(23, 29)	Der er hyggeligt og god betjening i Frøken Gelins Kælder på Vesterbro få skridt fra Hovedbanegården	skridt	(73, 79)	different_sense
11827	skridt	sb.	Han lod sit gevær falde ned på gårdens fliser, vendte sig og gik med rolige skridt hen til muren	skridt	(76, 82)	Forslaget fra VS og SF opfordrer regeringen til at tage de nødvendige skridt til at sikre kontrollen med Danmarks atomvåbenfrihed	skridt	(70, 76)	different_sense
11833	skridt	sb.	Der er hyggeligt og god betjening i Frøken Gelins Kælder på Vesterbro få skridt fra Hovedbanegården	skridt	(73, 79)	Det ville da være fint at være et skridt foran udviklingen på det bioteknologiske område — for én gangs skyld?	skridt	(34, 40)	different_sense
11838	skrift	sb.	Evangelierne er ikke kønspolitiske skrifter, som vil spille det ene køn ud mod det andet	skrifter	(35, 43)	Hold jer til Skriften! så I ikke bilder jer noget ind til gunst for den ene imod den anden	Skriften	(13, 21)	same_sense
11839	skrift	sb.	Evangelierne er ikke kønspolitiske skrifter, som vil spille det ene køn ud mod det andet	skrifter	(35, 43)	Som skriftgrafiker lægger jeg .. vægt på, at skrift og tal indgår i en helhed med motivet	skrift	(4, 10)	same_sense
11840	skrift	sb.	Hold jer til Skriften! så I ikke bilder jer noget ind til gunst for den ene imod den anden	Skriften	(13, 21)	Som skriftgrafiker lægger jeg .. vægt på, at skrift og tal indgår i en helhed med motivet	skrift	(4, 10)	same_sense
11843	skrift	sb.	Som skriftgrafiker lægger jeg .. vægt på, at skrift og tal indgår i en helhed med motivet	skrift	(4, 10)	Man har diskuteret i hvor høj grad skriften er basis for samfundets politiske indretning	skriften	(35, 43)	different_sense
11846	skrift	sb.	Som skriftgrafiker lægger jeg .. vægt på, at skrift og tal indgår i en helhed med motivet	skrift	(4, 10)	Håndskriften er et individuelt bevægelsesudtryk og i skriften tegner vi ubevidst et billede af os selv	skriften	(4, 12)	different_sense
11841	skrift	sb.	Evangelierne er ikke kønspolitiske skrifter, som vil spille det ene køn ud mod det andet	skrifter	(35, 43)	Man har diskuteret i hvor høj grad skriften er basis for samfundets politiske indretning	skriften	(35, 43)	different_sense
11848	skrivebord	sb.	man kan flytte digitale dokumenter, billeder og videoer rundt frit på skrivebordet	skrivebordet	(70, 82)	Den eneste form for affald, min virksomhed producerer, er den, jeg tømmer via skraldespanden på min computers skrivebord	skrivebord	(110, 120)	same_sense
11849	skrivebord	sb.	man kan flytte digitale dokumenter, billeder og videoer rundt frit på skrivebordet	skrivebordet	(70, 82)	I stedet for kryptiske kommandoer foregår kommunikationen med computeren ved at brugeren flytter rundt på små symboler på et 'skrivebord'	skrivebord	(126, 136)	same_sense
11850	skrivebord	sb.	Den eneste form for affald, min virksomhed producerer, er den, jeg tømmer via skraldespanden på min computers skrivebord	skrivebord	(110, 120)	I stedet for kryptiske kommandoer foregår kommunikationen med computeren ved at brugeren flytter rundt på små symboler på et 'skrivebord'	skrivebord	(126, 136)	same_sense
11851	skrivebord	sb.	[jeg skal] have et stort skrivebord, hvor jeg kan lave lektier, tegne og sidde med mine byggesæt	skrivebord	(25, 35)	man kan flytte digitale dokumenter, billeder og videoer rundt frit på skrivebordet	skrivebordet	(70, 82)	different_sense
11852	skrivebord	sb.	[jeg skal] have et stort skrivebord, hvor jeg kan lave lektier, tegne og sidde med mine byggesæt	skrivebord	(25, 35)	Den eneste form for affald, min virksomhed producerer, er den, jeg tømmer via skraldespanden på min computers skrivebord	skrivebord	(110, 120)	different_sense
11853	skrivebord	sb.	[jeg skal] have et stort skrivebord, hvor jeg kan lave lektier, tegne og sidde med mine byggesæt	skrivebord	(25, 35)	I stedet for kryptiske kommandoer foregår kommunikationen med computeren ved at brugeren flytter rundt på små symboler på et 'skrivebord'	skrivebord	(126, 136)	different_sense
11854	skrue	sb.	Montér hængslerne med selvskærende skruer på den ene stolpe	skruer	(35, 41)	Aftenen før var båden kommet for tæt på slæbejollen, og det ene af de to blade på skruen var blevet slået af	skruen	(82, 88)	different_sense
11855	skub	sb.	Kommunernes Landsforening, KL, afleverede i går 14 konkrete forslag til, hvordan regering og Folketing kan sætte skub i beskæftigelsen	skub	(113, 117)	Med kurset håber vi at give kursisterne et skub, så de kan finde en vej ud af den passivitet, de er havnet i	skub	(43, 47)	same_sense
11856	skub	sb.	Tom gav ham et ublidt skub bagud, så han rullede ind over et bord	skub	(22, 26)	Så nåede de en lille nedadbakke og fik ekstra skub på	skub	(46, 50)	different_sense
11860	skub	sb.	Så nåede de en lille nedadbakke og fik ekstra skub på	skub	(46, 50)	Med kurset håber vi at give kursisterne et skub, så de kan finde en vej ud af den passivitet, de er havnet i	skub	(43, 47)	different_sense
11859	skub	sb.	Så nåede de en lille nedadbakke og fik ekstra skub på	skub	(46, 50)	Kommunernes Landsforening, KL, afleverede i går 14 konkrete forslag til, hvordan regering og Folketing kan sætte skub i beskæftigelsen	skub	(113, 117)	different_sense
11861	skud	sb.	bagefter hørte jeg lyden af skud, men jeg ved ikke, om de skød ham	skud	(28, 32)	Brandbilens forrude er gennemhullet af skud — ni brandmænd er blevet dræbt af fjendtlige kugler	skud	(39, 43)	same_sense
11862	skud	sb.	Han får på sit hotelværelse et skud af en mand i sort smoking	skud	(31, 35)	den står med et flot blomsterflor året igennem. Det skyldes, at den i væksthusene får et skud sølvthiosulfat	skud	(89, 93)	same_sense
11893	skud	sb.	Skulle en Clematis opgive ævred og ikke sætte nye skud, så lad være med at rykke planten op	skud	(50, 54)	Han får på sit hotelværelse et skud af en mand i sort smoking	skud	(31, 35)	different_sense
11888	skud	sb.	Skive havde haft et par gode skud på mål	skud	(29, 33)	Skulle en Clematis opgive ævred og ikke sætte nye skud, så lad være med at rykke planten op	skud	(50, 54)	different_sense
11894	skud	sb.	Skulle en Clematis opgive ævred og ikke sætte nye skud, så lad være med at rykke planten op	skud	(50, 54)	den står med et flot blomsterflor året igennem. Det skyldes, at den i væksthusene får et skud sølvthiosulfat	skud	(89, 93)	different_sense
11897	skueplads	sb.	Hoffets favorit var og blev dog den italienske opera. Den blev da også sværvægteren i skuepladsens repertoire i 1750'erne	skuepladsens	(86, 98)	enkelte kvarterer [har] været skueplads for regulære kampe mellem unge danskere og indvandrere	skueplads	(30, 39)	different_sense
11898	skuespil	sb.	Det er et stykke der stiller store krav til både sang, dans og skuespil	skuespil	(63, 71)	"Prisen for bedste kvindelige hovedrolle gik til .. Trine Dyrholm for hendes overbevisende skuespil i ungdomsfilmen ""Springflod"""	skuespil	(90, 98)	same_sense
11902	skuespil	sb.	Det er et stykke der stiller store krav til både sang, dans og skuespil	skuespil	(63, 71)	Skulle jeg lyve og fortælle mor, at jeg gjorde, som hun sagde? Nej, nu måtte det være nok med alt det skuespil	skuespil	(102, 110)	different_sense
11899	skuespil	sb.	"Bedst kendt af alle danske skuespil er vel ""Elverhøj"", der blev opført første gang ved et kongeligt bryllup i 1828"	skuespil	(27, 35)	Det er et stykke der stiller store krav til både sang, dans og skuespil	skuespil	(63, 71)	different_sense
11901	skuespil	sb.	"Bedst kendt af alle danske skuespil er vel ""Elverhøj"", der blev opført første gang ved et kongeligt bryllup i 1828"	skuespil	(27, 35)	Skulle jeg lyve og fortælle mor, at jeg gjorde, som hun sagde? Nej, nu måtte det være nok med alt det skuespil	skuespil	(102, 110)	different_sense
11904	skuffe	sb.	Hun snøfter, lægger sine handsker ned i skuffen, lidt planløst, pudser næse .. og går på strømpesokker ind i stuen	skuffen	(40, 47)	Alle skufferne var brækket op og trukket ud, og døren til det lille skab ved væggen var flækket og hang halvåbent i hængslerne	skufferne	(5, 14)	same_sense
11905	skuffe	sb.	Hun snøfter, lægger sine handsker ned i skuffen, lidt planløst, pudser næse .. og går på strømpesokker ind i stuen	skuffen	(40, 47)	industriministeriet måtte på baggrund af de indkomne protester lægge projektet i skuffen	skuffen	(81, 88)	different_sense
11906	skuffe	sb.	Alle skufferne var brækket op og trukket ud, og døren til det lille skab ved væggen var flækket og hang halvåbent i hængslerne	skufferne	(5, 14)	industriministeriet måtte på baggrund af de indkomne protester lægge projektet i skuffen	skuffen	(81, 88)	different_sense
11908	skulder	sb.	Lav nogle lette kropsøvelser, som løsner musklerne. Rul med skuldrene, stræk i nakken, løft armene over hovedet	skuldrene	(60, 69)	Ræven ser sig vagtsomt tilbage over skulderen, spidser ørerne og står længe stille	skulderen	(36, 45)	same_sense
11909	skulder	sb.	Hun slog med håret, så det faldt blødt ned om skuldrene	skuldrene	(46, 55)	Ræven ser sig vagtsomt tilbage over skulderen, spidser ørerne og står længe stille	skulderen	(36, 45)	same_sense
11910	skulder	sb.	Sweateren er i raglansnit med ekstra brede skuldre	skuldre	(43, 50)	Sy højre skulder sammen med maskesting	skulder	(9, 16)	same_sense
11914	skulder	sb.	Hun slog med håret, så det faldt blødt ned om skuldrene	skuldrene	(46, 55)	Sy højre skulder sammen med maskesting	skulder	(9, 16)	different_sense
11913	skulder	sb.	Hun slog med håret, så det faldt blødt ned om skuldrene	skuldrene	(46, 55)	Sweateren er i raglansnit med ekstra brede skuldre	skuldre	(43, 50)	different_sense
11911	skulder	sb.	Lav nogle lette kropsøvelser, som løsner musklerne. Rul med skuldrene, stræk i nakken, løft armene over hovedet	skuldrene	(60, 69)	Sweateren er i raglansnit med ekstra brede skuldre	skuldre	(43, 50)	different_sense
11917	sky	sb.	USB-nøgler og eksterne drev er snart fortid, når skyen åbner op for uendelige mængder af lagerplads	skyen	(49, 54)	Selvfølgelig kan der arbejdes online, og vi har også lagt alle data op i skyen	skyen	(73, 78)	same_sense
11921	sky	sb.	Selvfølgelig kan der arbejdes online, og vi har også lagt alle data op i skyen	skyen	(73, 78)	I praksis kan hendes data gøres tilgængelige for samtlige reklamevirksomheder i hele verden. Og de ligger et sted i skyen, hvor hun ikke selv har kontrol over dem	skyen	(116, 121)	same_sense
11919	sky	sb.	USB-nøgler og eksterne drev er snart fortid, når skyen åbner op for uendelige mængder af lagerplads	skyen	(49, 54)	Blackbird bidrager med software, der gør det muligt at lagre data fra robotcellen i en sky	sky	(87, 90)	same_sense
11931	sky	sb.	Udenfor var der mørk og blæsende nat med drivende skyer	skyer	(50, 55)	Blackbird bidrager med software, der gør det muligt at lagre data fra robotcellen i en sky	sky	(87, 90)	different_sense
11935	sky	sb.	Branden sendte svære skyer af røg og sodpartikler op over byen	skyer	(21, 26)	I praksis kan hendes data gøres tilgængelige for samtlige reklamevirksomheder i hele verden. Og de ligger et sted i skyen, hvor hun ikke selv har kontrol over dem	skyen	(116, 121)	different_sense
11928	sky	sb.	Udenfor var der mørk og blæsende nat med drivende skyer	skyer	(50, 55)	USB-nøgler og eksterne drev er snart fortid, når skyen åbner op for uendelige mængder af lagerplads	skyen	(49, 54)	different_sense
11942	skygge	sb.	Der var ikke skygge af tvivl i vores sind	skygge	(13, 19)	manden .. har levet som en skygge af sig selv i seks år, siden hans kone druknede	skygge	(27, 33)	same_sense
11940	skygge	sb.	hun .. løftede det ene øjenbryn og lagde en perlegrå skygge på øjenlåget	skygge	(53, 59)	ved gavlen trådte en kæmpestor skygge frem, greb pigen og proppede hende ned i en sæk	skygge	(31, 37)	same_sense
11938	skygge	sb.	Skyggerne fra træerne blev længere, de begyndte at flyde sammen og blive til tusmørke	Skyggerne	(0, 9)	hun .. løftede det ene øjenbryn og lagde en perlegrå skygge på øjenlåget	skygge	(53, 59)	same_sense
11978	skygge	sb.	manden .. har levet som en skygge af sig selv i seks år, siden hans kone druknede	skygge	(27, 33)	Der gled en mørk skygge over faderens ansigt, mens han læste annoncen i avisen	skygge	(17, 23)	different_sense
11949	skygge	sb.	varmen kan kun holdes ud, hvis man sidder i skyggen	skyggen	(44, 51)	de penge har Jesper endnu ikke set skyggen af, og måske får han dem aldrig udbetalt	skyggen	(35, 42)	different_sense
11953	skygge	sb.	varmen kan kun holdes ud, hvis man sidder i skyggen	skyggen	(44, 51)	dameafdelingen i Bording KFUM træder ud af herreafdelingens skygge og markerer sig stærkt på det sportslige område	skygge	(60, 66)	different_sense
11993	skyld	sb.	det [er] populært, at skyde skylden på samfundet, når man skal søge voldens årsager	skylden	(28, 35)	hvorfor slog de ham ikke? Det var jo hans skyld at køerne havde rodet i marken og ædt af kornet	skyld	(42, 47)	same_sense
11994	skyld	sb.	Med den nye tro fulgte nye begreber om retfærdighed, om skyld og tilgivelse, som slet ikke kunne forenes med de nedarvede æresbegreber	skyld	(56, 61)	Måske netop fordi jeg følte skyld, havde jeg sværere ved at holde af den lille dreng på en naturlig måde	skyld	(28, 33)	same_sense
11995	skyld	sb.	kaptajnen indrømmede sin skyld og begyndte at samarbejde med anklagemyndigheden	skyld	(25, 30)	Der skal være et individuelt bevis for skyld. Det fastslog retsformand Bent Otken i sin retsbelæring	skyld	(39, 44)	same_sense
11999	skyld	sb.	hvorfor slog de ham ikke? Det var jo hans skyld at køerne havde rodet i marken og ædt af kornet	skyld	(42, 47)	Måske netop fordi jeg følte skyld, havde jeg sværere ved at holde af den lille dreng på en naturlig måde	skyld	(28, 33)	different_sense
12004	skyld	sb.	Med den nye tro fulgte nye begreber om retfærdighed, om skyld og tilgivelse, som slet ikke kunne forenes med de nedarvede æresbegreber	skyld	(56, 61)	kaptajnen indrømmede sin skyld og begyndte at samarbejde med anklagemyndigheden	skyld	(25, 30)	different_sense
11997	skyld	sb.	det [er] populært, at skyde skylden på samfundet, når man skal søge voldens årsager	skylden	(28, 35)	Måske netop fordi jeg følte skyld, havde jeg sværere ved at holde af den lille dreng på en naturlig måde	skyld	(28, 33)	different_sense
12008	skyts	sb.	Skyts som fx kanoner og morterer holdt deres indtog i 1300-t., håndskydevåben blev alm. i første halvdel af 1500-t.	Skyts	(0, 5)	"[Advokatens] juridiske bistand bestod kun i at få ""noget"" på modparten, som skulle bruges som skyts i retssalen"	skyts	(94, 99)	different_sense
12016	skæbne	sb.	Flere hundrede menes at være anholdt og ført bort til en uvis skæbne	skæbne	(62, 68)	han fejede alt af skrivebordet foran vinduet .. Henne ved den lave reol fik en række bøger samme skæbne	skæbne	(97, 103)	same_sense
12009	skæbne	sb.	hun føler at skæbnen har ført dem sammen	skæbnen	(13, 20)	Ved et af skæbnens luner .. var jeg havnet i Danmark	skæbnens	(10, 18)	same_sense
12012	skæbne	sb.	hun føler at skæbnen har ført dem sammen	skæbnen	(13, 20)	Som 20-årig kom Lisa til Trøjborg Tivoli i Århus. Det blev hendes skæbne, for hun forelskede sig vildt i tivoliejerens søn	skæbne	(66, 72)	same_sense
12021	skæbne	sb.	Flere hundrede menes at være anholdt og ført bort til en uvis skæbne	skæbne	(62, 68)	Han er en af de 100.000 tragiske skæbner, som Saddams myrderier på kurderne har slået på flugt	skæbner	(33, 40)	different_sense
12022	skæbne	sb.	han fejede alt af skrivebordet foran vinduet .. Henne ved den lave reol fik en række bøger samme skæbne	skæbne	(97, 103)	Han er en af de 100.000 tragiske skæbner, som Saddams myrderier på kurderne har slået på flugt	skæbner	(33, 40)	different_sense
12023	skæbne	sb.	Som 20-årig kom Lisa til Trøjborg Tivoli i Århus. Det blev hendes skæbne, for hun forelskede sig vildt i tivoliejerens søn	skæbne	(66, 72)	Han er en af de 100.000 tragiske skæbner, som Saddams myrderier på kurderne har slået på flugt	skæbner	(33, 40)	different_sense
12024	skæg	sb.	Han kløede sig i skægget. Det var nu to uger gammelt og kildede som bare pokker	skægget	(17, 24)	Fjern forsigtigt de midterste blade på artiskokkerne og fjern trådene (skægget) på bunden	skægget	(71, 78)	different_sense
12025	skæg	sb.	Han kløede sig i skægget. Det var nu to uger gammelt og kildede som bare pokker	skægget	(17, 24)	vi kunne godt sådan danse med dem og have lidt skæg med dem	skæg	(47, 51)	different_sense
12026	skæg	sb.	Fjern forsigtigt de midterste blade på artiskokkerne og fjern trådene (skægget) på bunden	skægget	(71, 78)	vi kunne godt sådan danse med dem og have lidt skæg med dem	skæg	(47, 51)	different_sense
12027	skægvækst	sb.	Hverken hyppig barbering eller nogen form for medicin kan øge skægvæksten	skægvæksten	(62, 73)	Mit tilgroede, filtrede hår og skællede skægvækst .. beviste det [: at skønhedspleje lå mig fjernt]	skægvækst	(40, 49)	different_sense
12028	skæl	sb.	Oppe i de øverste grene begynder [egernet] at splitte en kogle ad, så skællene flyver omkring og drysser nedad	skællene	(70, 78)	[Anemonens] blomsterknopper har overvintret fuldt færdige i jordskorpen, beskyttet af hindeagtige skæl	skæl	(98, 102)	same_sense
12031	skæl	sb.	[han] greb sin lineal og kløede sig skrattende i nakken med det resultat, at hans skuldre blev oversået med skæl	skæl	(108, 112)	[Anemonens] blomsterknopper har overvintret fuldt færdige i jordskorpen, beskyttet af hindeagtige skæl	skæl	(98, 102)	different_sense
12030	skæl	sb.	[han] greb sin lineal og kløede sig skrattende i nakken med det resultat, at hans skuldre blev oversået med skæl	skæl	(108, 112)	Oppe i de øverste grene begynder [egernet] at splitte en kogle ad, så skællene flyver omkring og drysser nedad	skællene	(70, 78)	different_sense
12033	skæl	sb.	Skrab ørredfiletens skindside fri for slim og skæl og skær fileten i fire ensartede stykker	skæl	(46, 50)	[Anemonens] blomsterknopper har overvintret fuldt færdige i jordskorpen, beskyttet af hindeagtige skæl	skæl	(98, 102)	different_sense
12037	skær	sb.	et sløret lys .. gav hendes hvide torso et svagt matgyldent, metallisk skær	skær	(71, 75)	[hudolien] gør huden glat og silkeblød og giver den et levende, ungt, mat skær	skær	(74, 78)	same_sense
12038	skær	sb.	husets øde karakter giver det et skær af uvirkelighed	skær	(33, 37)	Det musikalske samvær skal have .. friskhedens skær	skær	(47, 51)	same_sense
12035	skær	sb.	Pistolen lå stålblå og blank i skæret fra aftensolen	skæret	(31, 37)	En skoletid, som ofte var sur, står 50-60 år senere i erindringen i et rosenrødt skær	skær	(81, 85)	same_sense
12042	skær	sb.	Pernille sov som en sten, konstaterede jeg irriteret i skæret fra natlampen	skæret	(55, 61)	[hudolien] gør huden glat og silkeblød og giver den et levende, ungt, mat skær	skær	(74, 78)	different_sense
12054	skær	sb.	[hudolien] gør huden glat og silkeblød og giver den et levende, ungt, mat skær	skær	(74, 78)	Det musikalske samvær skal have .. friskhedens skær	skær	(47, 51)	different_sense
12050	skær	sb.	En skoletid, som ofte var sur, står 50-60 år senere i erindringen i et rosenrødt skær	skær	(81, 85)	Det musikalske samvær skal have .. friskhedens skær	skær	(47, 51)	different_sense
12061	skærm	sb.	du får superflotte billeder og næsten acceptabel lyd på den 50-tommers store skærm. Og til en pris, der var utænkelig for et år siden	skærm	(77, 82)	hans hjertefrekvens .. vises døgnet rundt på en skærm, som lægerne konstant overvåger	skærm	(48, 53)	same_sense
12056	skærm	sb.	Det store show med lyd, film og lysbilleder vises på seks store skærme på indersiden af den buede væg i den høje, smalle bygning	skærme	(64, 70)	Det nye tv fås både med 25 og 28 tommers skærm til hhv. 8500 kr. og 9500 kr.	skærm	(41, 46)	same_sense
12070	skærm	sb.	"Sidste afsnit af den populære TV-serie ""Breaking Bad"" rullede over skærmen i 2013"	skærmen	(67, 74)	TV-seere rullede rundt i stuerne af grin, når de optrådte på skærmen	skærmen	(61, 68)	same_sense
12132	skærm	sb.	En lille lampe med grøn skærm lyser svagt i loftet	skærm	(24, 29)	Når man plukker hyldeblomster til spise/drikkebrug, skal man gå efter de skærme, der lige netop er udsprunget	skærme	(73, 79)	different_sense
12128	skærm	sb.	TV-seere rullede rundt i stuerne af grin, når de optrådte på skærmen	skærmen	(61, 68)	Når man plukker hyldeblomster til spise/drikkebrug, skal man gå efter de skærme, der lige netop er udsprunget	skærme	(73, 79)	different_sense
12120	skærm	sb.	Harry optrådte første gang på skærmen i 2000 og har medvirket i 90 reklamefilm	skærmen	(30, 37)	En lille lampe med grøn skærm lyser svagt i loftet	skærm	(24, 29)	different_sense
12133	skød	sb.	Derovre [: på fødeafdelingen]/ bliver nye mennesker / presset ud i verden / gennem lunt vand / og varme skød	skød	(104, 108)	På diverse diskoteker og erotikscener rundt om i landet vrider hun sig nøgen med blottet skød og bryst	skød	(89, 93)	same_sense
12134	skød	sb.	han foldede servietten ud og lagde den i skødet	skødet	(41, 47)	Derovre [: på fødeafdelingen]/ bliver nye mennesker / presset ud i verden / gennem lunt vand / og varme skød	skød	(104, 108)	different_sense
12135	skød	sb.	han foldede servietten ud og lagde den i skødet	skødet	(41, 47)	På diverse diskoteker og erotikscener rundt om i landet vrider hun sig nøgen med blottet skød og bryst	skød	(89, 93)	different_sense
12136	skøn	sb.	Efter politiets skøn var der færre end et tusinde tilhørere	skøn	(16, 20)	Et foreløbigt skøn går ud på, at det vil koste omkring 35 mia. kroner at forny de gamle, utætte kloakrør	skøn	(14, 18)	same_sense
12137	skøn	sb.	Hun satte sig i stuen og tog en sag frem, en ansøgning om abort, som efter hendes skøn var nødvendig	skøn	(82, 86)	Hvem af parterne, der har ret, er nu ved at blive afgjort ved syn og skøn af en opmand	skøn	(69, 73)	same_sense
12140	skøn	sb.	Et foreløbigt skøn går ud på, at det vil koste omkring 35 mia. kroner at forny de gamle, utætte kloakrør	skøn	(14, 18)	Hun satte sig i stuen og tog en sag frem, en ansøgning om abort, som efter hendes skøn var nødvendig	skøn	(82, 86)	different_sense
12139	skøn	sb.	Efter politiets skøn var der færre end et tusinde tilhørere	skøn	(16, 20)	Hvem af parterne, der har ret, er nu ved at blive afgjort ved syn og skøn af en opmand	skøn	(69, 73)	different_sense
12138	skøn	sb.	Efter politiets skøn var der færre end et tusinde tilhørere	skøn	(16, 20)	Hun satte sig i stuen og tog en sag frem, en ansøgning om abort, som efter hendes skøn var nødvendig	skøn	(82, 86)	different_sense
12142	skønhedsplet	sb.	Han hævder selv, at hans charme skyldes en skønhedsplet på venstre kind	skønhedsplet	(43, 55)	At skrive dansk revys historie har ikke været nogen let opgave. Trods skønhedspletter er resultatet imponerende	skønhedspletter	(70, 85)	different_sense
12143	skål	sb.	midt på det store bord stod der to skåle med fastelavnsboller	skåle	(35, 40)	Hæld piskefløden i en skål og pisk den til flødeskum	skål	(22, 26)	same_sense
12151	skål	sb.	Så spiste de tre lige store skåle tykmælk med revet rugbrød og brunt sukker	skåle	(28, 33)	Han lirkede forsigtigt hendes bryster fri af bh'ens skåle	skåle	(52, 57)	different_sense
12147	skål	sb.	Hæld piskefløden i en skål og pisk den til flødeskum	skål	(22, 26)	[Taflet] indledtes af majestæten med en skål for greven	skål	(40, 44)	different_sense
12145	skål	sb.	Hæld piskefløden i en skål og pisk den til flødeskum	skål	(22, 26)	Så spiste de tre lige store skåle tykmælk med revet rugbrød og brunt sukker	skåle	(28, 33)	different_sense
12156	slag	sb.	Overenskomstforhandlingerne .. skal være afsluttet inden 7. februar — ellers fortsætter slaget i Forligsinstitutionen	slaget	(88, 94)	reparationshold arbejder døgnet rundt i et på forhånd tabt slag om at vedligeholde vand, vej, telefon og kloakeringssystemerne	slag	(59, 63)	same_sense
12155	slag	sb.	giv kløerne et slag med en hammer, så skallerne revner og kødet kan pilles ud	slag	(15, 19)	Brillen er modstandsdygtig over for slag og ridser, hvilket ikke mindst gør den velegnet til vinterferien	slag	(36, 40)	same_sense
12154	slag	sb.	Hun var myrdet med et slag i hovedet med et stumpt instrument	slag	(22, 26)	Brillen er modstandsdygtig over for slag og ridser, hvilket ikke mindst gør den velegnet til vinterferien	slag	(36, 40)	same_sense
12229	slag	sb.	reparationshold arbejder døgnet rundt i et på forhånd tabt slag om at vedligeholde vand, vej, telefon og kloakeringssystemerne	slag	(59, 63)	I det samme bankede det på kælderdøren. Først lidt tøvende, så tre hårde slag	slag	(73, 77)	different_sense
12170	slag	sb.	Hun var myrdet med et slag i hovedet med et stumpt instrument	slag	(22, 26)	Overenskomstforhandlingerne .. skal være afsluttet inden 7. februar — ellers fortsætter slaget i Forligsinstitutionen	slaget	(88, 94)	different_sense
12176	slag	sb.	Brillen er modstandsdygtig over for slag og ridser, hvilket ikke mindst gør den velegnet til vinterferien	slag	(36, 40)	Overenskomstforhandlingerne .. skal være afsluttet inden 7. februar — ellers fortsætter slaget i Forligsinstitutionen	slaget	(88, 94)	different_sense
12258	slagmark	sb.	David og Lainey glider fra hinanden .. men hun tvinger ham tilbage til slagmarken i ægtesengen. Det resulterer i endnu tre børn	slagmarken	(71, 81)	Køkkenet var igen en slagmark. Komfuret var næsten gult af størknet fedt, som fortalte mig, at hun havde lavet bacon og æg til morgenmad	slagmark	(21, 29)	same_sense
